CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;NOTE_RP;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006006;Les Fleurs De Grasse;1 326;8 132;48 865;Grasse;54,8;37,0;34,1;23,0;25,4;1,4;28,0;;28,1;25,8;0;372;879;54;169;37;112;46;15;;354;38;47;104;83;45;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006007;La Condamine;1 610;1 610;4 660;Drap;50,3;45,0;42,4;13,1;12,6;3,0;18,5;8,9;19,6;17,5;0;305;929;71;91;11;132;60;13;;478;42;58;144;116;72;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006008;Centre;2 132;2 132;12 489;Carros;56,4;42,0;41,4;16,5;16,7;2,2;19,3;9,8;13,7;12,6;0;573;1 474;119;237;35;182;86;27;;690;72;109;174;157;99;79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006009;Résidence Sociale Nicéa;1 019;39 079;341 032;Nice;;;;;;;;;;;0;933;948;;919;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006010;Les Moulins - Le Point Du Jour;7 325;39 500;369 543;Nice, Saint-Laurent-du-Var;51,3;40,9;35,2;18,9;21,9;1,8;23,8;8,9;25,3;25,9;0;2 563;6 039;587;1 196;179;601;291;128;10;2 676;302;411;703;529;389;342;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006011;Les Sagnes;864;39 079;341 032;Nice;48,2;;29,7;;;;34,0;;25,7;19,4;0;285;702;49;126;16;94;47;14;;306;47;51;77;60;39;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006012;Centre;3 441;39 079;341 032;Nice;51,0;27,3;25,2;26,1;30,3;0,8;55,1;;27;26,3;0;1 521;2 703;216;995;73;237;59;112;169;871;134;118;239;185;107;88;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006013;Paillon;12 919;39 079;341 032;Nice;51,0;41,4;38,5;17,1;18,0;2,0;33,7;6,5;30;29,4;0;4 553;10 550;997;2 146;329;1 081;491;324;56;4 574;645;672;1 174;917;647;519;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006014;Ariane - Le Manoir;11 800;39 636;346 609;Nice, Saint-André-de-la-Roche;51,2;44,0;42,4;18,1;18,9;2,1;24,4;10,5;34,9;33,8;0;3 687;10 337;770;1 346;290;1 281;670;186;10;5 056;760;810;1 338;956;659;533;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006015;Palais Des Expositions;1 608;39 079;341 032;Nice;52,8;32,8;32,5;23,0;22,7;1,0;43,8;;17,5;17,3;0;692;1 289;107;439;25;121;38;43;58;450;62;65;119;87;60;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006016;Centre;1 573;1 573;18 670;Vence;49,1;28,5;28,0;24,7;23,2;0,9;52,9;;18,1;11,4;0;554;960;80;347;48;79;20;44;7;284;31;42;62;65;53;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007001;Le Contrat Ville Des Quartiers D'Avenir D'Aubenas;2 081;2 081;12 253;Aubenas;51,8;36,8;35,0;20,0;;1,6;51,3;;17;16,2;0;774;1 551;122;448;52;152;66;56;29;566;77;74;152;136;79;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007002;Coeur De Ville;1 126;2 332;8 796;Le Teil;52,2;36,6;34,7;19,8;23,8;1,5;49,8;2,9;16,4;14,3;0;348;650;69;213;15;51;19;39;;235;33;34;58;42;44;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007003;Sud Avenir;1 206;2 332;8 796;Le Teil;51,7;38,6;37,9;20,4;22,8;1,6;41,9;5,0;23,5;24,4;0;275;634;33;138;24;80;36;9;;257;38;34;66;49;36;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007004;Les Hauts De Ville;2 019;2 019;16 288;Annonay;49,2;38,3;35,7;;;1,5;47,6;3,5;21,5;21,5;0;875;1 861;141;485;68;181;82;86;37;738;119;122;178;145;104;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007005;Nouvel Horizon;1 210;1 210;8 363;Privas;53,9;37,8;31,4;27,3;34,9;1,1;55,6;5,1;22,6;22,2;0;441;843;89;282;25;45;22;49;8;338;46;53;82;74;40;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008001;Manchester;2 313;12 461;46 391;Charleville-Mézières;54,8;30,9;28,3;27,5;30,1;0,9;47,1;;8,3;8;0;889;1 702;167;509;68;145;41;53;5;602;96;85;144;115;87;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008002;Ronde Couture;6 169;12 461;46 391;Charleville-Mézières;53,9;35,3;32,9;23,0;25,1;1,3;43,4;3,8;22,8;21,6;0;2 310;5 044;400;1 200;215;495;216;133;14;2 020;304;326;535;369;241;245;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008003;La Houillère;1 991;12 461;46 391;Charleville-Mézières;50,5;33,3;32,5;24,5;27,1;1,1;51,3;;13,1;10,8;0;881;1 599;149;535;71;126;34;58;14;516;68;82;150;88;68;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008004;La Couronne;1 988;12 461;46 391;Charleville-Mézières;39,4;37,7;29,9;15,9;23,9;1,2;55,7;;;;0;743;1 354;116;442;62;123;32;123;11;429;83;82;97;77;46;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008005;Torcy Cités;1 129;6 421;16 193;Sedan;52,8;33,5;28,5;28,0;30,8;1,0;31,1;;10,4;10;0;394;870;66;184;51;93;39;14;;328;32;49;76;66;54;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008006;Torcy Centre;1 049;6 421;16 193;Sedan;53,6;32,4;28,1;;;;51,9;;;;0;412;765;68;249;31;64;19;39;10;257;48;34;59;46;38;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008007;Le Lac - Centre Ancien;4 243;6 421;16 193;Sedan;52,4;29,8;27,8;23,3;26,4;1,0;58,1;;7;5,4;0;2 022;3 618;378;1 240;171;233;92;164;26;1 195;151;171;265;244;184;180;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008008;Coeur De Vie;1 259;1 259;7 522;Rethel;54,6;32,9;34,8;21,5;23,0;1,1;49,2;2,6;1,2;1,6;0;433;800;91;251;32;59;19;41;;276;47;45;56;53;42;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009001;Coeur De Ville;1 203;1 203;6 408;Saint-Girons;53,5;25,2;24,0;29,5;35,5;0,7;69,2;0,5;11,1;9,2;0;518;763;67;391;19;41;12;70;;185;25;24;46;44;33;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009002;Centre Ancien;1 151;1 151;9 452;Foix;49,1;28,3;29,5;24,7;29,3;0,6;71,3;0,4;11,3;9,4;0;785;1 013;78;637;43;27;5;125;116;158;30;30;42;23;20;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009003;Centre Ancien - La Gloriette;3 853;3 853;15 603;Pamiers;52,1;30,1;30,0;27,5;29,1;0,8;65,2;;16;14;0;1 677;2 977;335;1 040;96;206;50;199;57;998;178;155;246;180;140;99;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010001;Gare;1 238;13 045;61 996;Troyes;57,1;37,8;34,2;23,8;28,3;1,3;52,4;;13;;0;461;978;103;252;27;79;33;49;24;411;49;49;101;98;65;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010002;Bords De Seine;2 810;13 045;61 996;Troyes;55,9;39,2;36,7;18,5;;1,5;57,5;;18,6;17,1;0;1 165;2 009;211;751;74;129;40;100;166;640;93;109;157;136;88;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010003;Chantereigne Montvilliers Beau-Toquat;7 289;20 022;77 190;La Chapelle-Saint-Luc, Les Noës-près-Troyes, Troyes;53,0;42,8;38,8;19,3;20,7;1,9;40,6;6,2;25,4;25,9;0;2 503;5 843;583;1 174;210;536;252;150;12;2 578;392;410;673;505;339;259;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010004;Debussy;1 410;1 410;5 161;Pont-Sainte-Marie;52,7;46,7;44,2;13,7;14,5;2,9;26,7;6,9;23,6;25,6;0;421;1 089;118;155;41;107;58;39;5;519;74;73;139;98;78;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010005;Maugout;1 571;1 571;12 581;Saint-André-les-Vergers;54,8;42,5;36,2;15,5;19,2;2,3;41,6;;23,1;20,8;0;525;1 238;181;218;37;89;37;54;;594;98;100;143;117;73;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010006;Chartreux;4 147;13 045;61 996;Troyes;52,5;41,0;38,4;20,0;21,9;1,8;46,6;;25,2;25,1;0;1 679;3 367;368;972;91;248;114;142;174;1 343;240;221;363;245;148;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010007;Jules Guesde;1 808;13 045;61 996;Troyes;50,8;41,6;41,4;;;;54,6;;31,1;30,6;0;552;1 089;109;333;32;78;33;40;42;426;60;58;111;91;61;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010008;Sénardes;1 512;13 045;61 996;Troyes;51,4;42,1;40,6;13,7;16,7;2,5;43,2;;24,4;24,4;0;621;1 344;149;331;33;108;53;40;;581;90;99;156;100;71;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010009;Point Du Jour;1 218;13 045;61 996;Troyes;49,2;46,2;41,7;16,4;18,2;2,4;34,4;12,1;33,8;32,6;0;391;958;80;190;34;87;60;24;;444;71;74;115;80;56;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010010;Quartier Des Lumières - Alfred Boucher;1 567;1 567;14 328;Romilly-sur-Seine;56,2;34,9;32,9;24,3;25,2;1,3;47,3;;22,8;23,3;0;653;1 313;129;356;59;109;47;37;;489;81;62;128;102;67;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011001;Quartier Aude;2 001;2 001;10 112;Limoux;52,9;27,0;28,5;31,4;32,7;0,6;58,9;;10,5;9,1;0;795;1 205;124;549;67;55;15;127;6;306;43;40;83;56;46;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011002;La Conte - Ozanam;2 525;10 263;46 513;Carcassonne;53,5;41,8;34,9;19,3;21,3;1,9;28,7;4,3;26,3;24,9;0;827;2 126;161;353;71;242;123;38;;984;127;139;268;207;127;116;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011003;Le Viguier - Saint-Jacques;1 757;10 263;46 513;Carcassonne;53,1;39,3;40,2;21,2;24,1;1,5;49,6;;43,4;40,4;0;624;1 360;111;319;70;124;60;39;6;542;79;69;140;119;75;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011004;Bastide Pont-Vieux;3 873;10 263;46 513;Carcassonne;52,1;31,6;31,5;19,8;22,8;1,1;67,0;;12,1;10,5;0;1 898;2 835;307;1 379;99;113;28;281;110;732;121;117;150;140;116;88;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011005;Fleming La Reille;1 159;10 263;46 513;Carcassonne;54,8;34,0;;27,4;31,7;1,1;41,4;;23,3;19,6;0;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011006;Grazailles;949;10 263;46 513;Carcassonne;56,0;37,8;33,2;19,4;;;39,8;;;;0;405;884;101;203;23;78;29;18;;382;49;49;99;90;56;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011007;Narbonne Ouest;3 434;10 411;55 375;Narbonne;51,5;34,2;30,4;25,0;26,1;1,2;35,9;;18,7;19,3;0;1 246;2 765;247;608;111;280;119;58;6;1 122;145;185;295;224;165;108;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011008;Narbonne Centre;5 241;10 411;55 375;Narbonne;53,2;36,0;37,3;19,4;22,5;1,3;62,9;;11,6;10,3;0;2 743;4 178;404;1 977;153;209;57;377;165;1 077;192;178;244;203;147;113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011009;Narbonne Est;1 736;10 411;55 375;Narbonne;54,9;43,0;38,2;;21,8;2,0;35,0;;;;0;585;1 307;159;274;39;113;37;31;;572;78;79;163;121;69;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011010;Centre Ville;3 059;3 059;11 248;Lézignan-Corbières;49,9;37,7;31,3;21,6;24,4;1,5;34,2;;8,5;7,6;0;899;1 834;189;459;95;156;56;109;;709;113;101;192;151;91;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP012001;Quatre Saisons;1 535;1 535;11 659;Onet-le-Château;50,5;38,2;36,4;;;1,8;39,8;;34,9;33,8;0;448;1 064;66;203;51;128;58;28;;436;55;66;126;85;70;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP012002;La Bastide;1 955;1 955;11 781;Villefranche-de-Rouergue;51,5;38,1;36,1;21,7;26,0;1,3;56,8;;23,5;20,5;0;775;1 354;120;506;45;104;36;128;13;436;77;66;108;82;75;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013001;Florida Parc;930;6 577;32 793;Marignane;54,4;42,2;39,8;14,9;16,8;2,3;20,4;;15,9;13,7;0;268;714;37;100;35;96;42;17;;314;43;48;84;67;38;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP013002;Quartier Centre Ville;1 056;3 062;13 520;Berre-l'Étang;40,8;30,6;33,0;31,0;;0,9;29,0;;15;16,2;0;295;601;60;161;25;49;29;7;;232;23;34;70;51;30;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
