CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP042013;Montreynaud;7 324;27 403;172 023;Saint-Étienne;50,6;41,1;39,7;16,7;16,1;2,1;25,4;7,1;26,6;27,3;1 703;4 618;209;662;164;668;306;67;5;2 075;351;333;557;386;260;188;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP042014;Crêt De Roc - Soleil;5 174;27 403;172 023;Saint-Étienne;52,1;37,9;36,0;18,8;21,6;1,5;46,0;;20,2;19,3;1 639;3 423;225;919;131;364;145;190;182;1 293;228;216;319;224;172;134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP042015;Quartiers Sud-Est;2 243;27 403;172 023;Saint-Étienne;50,1;39,5;38,1;23,0;24,2;1,2;34,8;4,9;23,1;22,8;438;1 127;71;186;50;131;72;25;5;504;64;82;141;89;76;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP042016;Terrenoire;1 882;27 403;172 023;Saint-Étienne;54,8;43,6;42,1;18,7;19,5;1,8;26,1;;16,4;16,7;439;1 122;76;193;36;134;57;25;;510;70;78;149;95;72;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP042017;Bourgogne;1 972;4 382;35 507;Roanne;59,6;32,1;26,3;29,8;35,2;0,9;54,3;;9,8;8,6;664;1 231;127;405;36;96;39;47;15;438;73;95;100;62;67;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP042018;Le Parc;1 538;4 382;35 507;Roanne;55,0;38,8;37,8;;;;48,2;;18,9;18,4;358;853;68;168;31;91;36;23;5;375;75;63;99;57;46;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP042019;Mayollet;872;4 382;35 507;Roanne;53,7;39,2;34,7;21,8;24,1;1,4;30,9;3,0;20,1;19,1;221;569;46;81;20;74;28;15;;253;43;44;63;53;34;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP043001;Val Vert;1 371;2 493;18 619;Le Puy-en-Velay;56,1;34,5;28,1;29,7;35,7;0,9;50,2;;18,4;18,3;418;884;77;219;41;81;36;37;6;349;66;60;81;64;47;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP043002;Guitard;1 122;2 493;18 619;Le Puy-en-Velay;55,3;34,8;33,2;23,5;;1,2;30,9;;21,1;20,7;369;823;45;178;49;97;41;17;;317;51;51;91;66;40;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044001;Ville Ouest;6 735;8 852;68 513;Saint-Nazaire;53,4;36,4;34,6;17,4;19,4;1,7;42,3;2,6;9;7,5;2 363;5 045;609;1 184;134;436;150;183;27;2 130;373;364;498;379;314;202;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044002;Petit Caporal;1 008;8 852;68 513;Saint-Nazaire;52,3;33,3;;;;;49,8;;10,4;;386;799;109;191;20;66;22;31;;333;60;49;84;67;44;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044003;Robespierre - Prézégat;1 109;8 852;68 513;Saint-Nazaire;53,2;31,2;30,3;20,7;;1,3;41,1;;11,7;4,9;415;784;76;244;26;69;18;23;;287;55;47;58;53;38;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044004;La Ville Aux Roses;1 309;1 309;11 866;Châteaubriant;57,3;44,2;43,1;;;;32,3;;27,6;23;361;860;56;163;34;108;55;21;;362;47;52;92;86;61;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044005;Bellevue;16 918;49 246;336 502;Nantes, Saint-Herblain;53,4;38,2;34,6;15,9;18,9;2,0;38,8;3,7;14,4;13;4 936;11 493;1 026;2 272;348;1 290;499;304;68;4 958;860;832;1 287;846;613;520;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044006;Les Dervallières;5 075;41 515;292 718;Nantes;52,0;41,0;39,5;13,7;17,0;2,4;44,4;;21,4;18,2;1 782;3 968;378;884;125;395;159;106;13;1 677;322;260;413;321;181;180;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044007;Le Breil;3 575;41 515;292 718;Nantes;55,3;42,1;37,0;14,4;17,1;2,4;40,4;;13,7;12,2;1 348;3 133;340;607;90;311;121;88;30;1 383;258;224;347;234;191;129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044008;Bout Des Landes - Bout Des Pavés - Chêne Des anglais;5 166;41 515;292 718;Nantes;53,5;39,1;38,9;9,6;;3,2;46,0;2,6;14,8;13,1;1 929;4 067;379;1 000;142;408;148;93;28;1 596;344;295;394;252;190;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044009;La Boissière;1 927;41 515;292 718;Nantes;54,7;33,6;31,9;16,5;18,7;1,5;60,4;;11,4;10,9;744;1 367;125;465;35;119;37;31;;469;113;82;114;65;48;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044010;Port Boyer;1 733;41 515;292 718;Nantes;52,4;35,6;32,1;11,1;12,6;2,6;47,5;1,0;12,7;11,5;601;1 235;148;274;43;136;27;36;;463;120;92;122;56;40;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044011;Le Clos Toreau;1 275;41 515;292 718;Nantes;51,8;31,3;;24,7;25,7;1,1;51,4;1,2;9;;528;1 217;147;229;37;115;50;26;;545;75;92;133;111;81;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044012;Le Ranzay;1 164;41 515;292 718;Nantes;53,9;35,8;29,3;17,4;22,8;1,4;60,1;;9,4;;469;977;83;265;32;89;40;23;14;393;61;65;92;77;48;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044013;Malakoff;3 130;41 515;292 718;Nantes;54,1;42,6;41,4;13,2;13,8;2,7;32,4;4,6;27,8;26,7;1 177;2 793;264;521;80;312;119;71;23;1 225;223;200;284;215;159;144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044014;Bottière Pin Sec;5 207;41 515;292 718;Nantes;51,2;39,8;38,9;13,8;15,3;2,3;44,8;;22,2;20,5;2 059;4 249;380;1 143;128;408;158;139;43;1 655;325;283;418;291;178;160;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044015;La Halvêque;1 437;41 515;292 718;Nantes;54,0;46,1;44,3;;;;27,8;4,7;18,9;19,5;493;1 210;117;200;37;139;49;29;;552;112;94;154;89;65;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044016;La Petite Sensive;1 100;41 515;292 718;Nantes;54,9;44,7;43,5;;;;56,7;;11;;409;841;56;248;24;81;37;20;75;325;42;54;83;58;48;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044017;Plaisance;1 689;1 689;24 922;Orvault;54,6;37,5;34,7;14,2;17,8;2,2;40,1;;9,3;16;530;1 260;129;246;22;133;51;36;12;578;96;96;152;102;71;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044018;Château;2 967;2 967;39 568;Rezé;56,1;30,6;25,6;19,4;25,1;1,3;48,9;;8,1;6,5;959;2 087;246;471;52;190;58;62;14;894;146;132;203;183;119;111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP044019;Le Sillon De Bretagne;1 539;7 731;43 784;Saint-Herblain;54,5;46,0;46,4;10,4;11,1;3,7;27,1;;27,7;27,4;555;1 214;90;302;38;125;55;22;;492;73;90;115;82;59;73;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045001;Les Chaises;984;3 463;16 488;Saint-Jean-de-la-Ruelle;52,3;35,6;36,6;16,4;;1,7;43,3;2,1;15,4;14,8;327;724;75;154;17;81;35;24;;304;60;65;82;50;25;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045002;Vésine;1 193;4 033;12 812;Châlette-sur-Loing;48,0;42,8;40,4;;;;20,7;10,2;35,6;34,2;278;757;42;99;34;103;49;11;;341;36;52;90;71;48;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045003;Le Plateau;3 913;10 084;27 138;Châlette-sur-Loing, Montargis;52,4;37,9;36,9;20,3;21,7;1,5;41,3;;24,8;23,4;1 335;3 149;269;586;105;375;150;85;7;1 335;227;231;350;247;151;129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045004;La Chaussée;3 009;6 051;14 326;Montargis;59,5;32,3;29,2;27,7;32,3;1,0;54,8;;12,1;11,3;884;1 906;192;433;62;197;62;58;;763;140;139;196;147;79;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045005;Le Bourg - Chautemps;1 969;10 084;27 138;Châlette-sur-Loing, Montargis;49,0;46,1;46,5;;;;36,9;;23,7;23;627;1 572;146;264;38;179;79;53;;729;108;121;188;151;86;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045006;Le Clos De La Grande Salle;1 720;4 896;20 677;Fleury-les-Aubrais;50,5;47,0;46,0;;;;28,2;;21,4;23,3;477;1 269;148;161;24;144;59;49;11;634;113;134;170;110;60;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045007;Andrillons Ormes Du mail;2 010;4 896;20 677;Fleury-les-Aubrais;54,1;44,4;42,2;8,4;;4,3;27,7;3,2;26,2;26,1;560;1 420;180;197;27;156;57;35;;680;116;141;176;114;89;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045008;Lignerolles;1 166;4 896;20 677;Fleury-les-Aubrais;50,3;51,3;49,4;;;;20,2;;20,5;20,2;256;812;62;69;12;113;60;19;;429;80;83;118;75;47;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045009;Dauphine;1 337;22 084;114 375;Orléans;54,9;38,3;34,0;15,2;;1,8;37,6;;12,1;;432;1 189;129;139;21;143;55;21;9;595;103;99;170;97;68;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045010;La Source;11 261;22 084;114 375;Orléans;51,1;44,7;42,3;10,7;11,9;3,3;35,1;6,4;26,4;26,7;3 369;8 881;625;1 349;274;1 121;547;170;342;4 084;795;744;1 104;678;421;342;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045011;Argonne;7 972;22 084;114 375;Orléans;52,3;43,6;43,6;16,0;16,1;2,2;27,8;8,8;27;26,6;2 138;5 375;359;900;206;673;296;116;14;2 347;415;440;638;403;243;208;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045012;Blossières;1 514;22 084;114 375;Orléans;54,5;33,4;30,2;18,7;22,6;1,5;34,0;;17,7;16;407;1 096;136;113;28;130;44;20;;531;108;93;129;97;59;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045013;Pont Bordeaux;1 223;1 223;19 571;Saint-Jean-de-Braye;49,9;45,3;44,0;;;;36,5;;26,3;26,1;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045014;Les 3 Fontaines;2 479;3 463;16 488;Saint-Jean-de-la-Ruelle;52,4;44,6;46,5;13,0;12,8;2,7;24,9;7,3;28,5;25,9;603;1 791;122;161;60;260;110;32;;865;161;157;244;131;95;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045015;Le Hameau;1 384;1 384;5 440;Sully-sur-Loire;51,5;40,8;39,6;14,7;14,5;2,2;29,8;4,8;17,2;15,9;331;954;69;101;30;131;63;11;;460;69;80;135;84;49;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045016;Champ De La Ville;1 676;3 191;14 624;Gien;51,7;36,6;33,2;23,4;27,8;1,3;42,1;;30,9;29,2;496;1 218;70;224;50;152;70;11;;518;84;89;148;92;59;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045017;Montoire;1 515;3 191;14 624;Gien;47,6;40,1;39,8;9,1;9,1;3,5;32,5;5,0;38,2;39,5;456;1 018;68;219;46;123;43;22;;397;80;57;100;75;42;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045018;Quartiers Nord;1 450;2 607;9 039;Pithiviers;52,4;42,3;38,7;13,9;15,6;2,4;35,4;6,1;21,5;21,1;447;1 165;123;151;30;143;58;23;;544;83;117;148;93;62;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP045019;Saint Aignan;1 157;2 607;9 039;Pithiviers;49,6;43,9;44,9;13,1;10,8;2,5;26,1;7,9;41,8;42,5;358;888;54;140;49;115;43;21;;363;59;82;101;55;34;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP046001;Terre Rouge;1 036;1 036;19 616;Cahors;52,7;37,1;28,4;;;;51,6;0,6;12,2;12,5;365;857;105;154;17;89;35;23;5;392;50;64;106;82;56;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP047001;Rodrigues - Barleté;1 963;5 305;34 344;Agen;55,8;41,8;32,6;18,4;22,5;2,0;37,0;;18,8;16,6;625;1 686;171;217;41;196;94;33;;823;132;151;237;164;84;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP047002;Montanou;1 860;5 305;34 344;Agen;49,4;48,5;43,7;;;;25,0;;27;24;483;1 319;96;181;39;167;72;20;;627;109;118;163;111;66;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
