CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006004;Genêts - Oliviers - Saint-Pierre;2 009;6 038;116 512;Cannes, Le Cannet;54,8;33,5;28,2;26,1;29,8;1,1;28,2;;11,4;11,5;544;1 341;129;229;32;154;64;17;;604;65;74;152;135;109;69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006005;Grand Centre;6 984;8 391;50 916;Grasse;50,4;36,5;36,2;14,8;15,6;2,0;41,6;3,2;24,6;22,7;2 055;4 576;477;926;154;498;148;132;14;1 868;322;287;509;353;242;155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006006;Les Fleurs De Grasse;1 407;8 391;50 916;Grasse;53,3;38,5;;;;1,7;22,5;;23,9;22,5;402;1 021;63;157;38;144;54;13;;435;54;72;121;78;57;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006007;La Condamine;1 555;1 555;4 317;Drap;50,3;44,7;42,2;13,2;12,7;2,9;18,7;8,7;19,5;17,4;331;1 047;89;83;12;147;73;13;;558;57;87;149;122;77;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006008;Centre;2 001;2 001;11 756;Carros;55,4;39,3;37,9;18,7;18,1;1,8;19,5;9,8;16,1;14,5;530;1 444;126;186;32;186;88;10;;700;99;111;190;140;105;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006009;Résidence Sociale Nicéa;1 008;38 218;342 295;Nice;;;;;;;;;;;930;941;;920;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006010;Les Moulins - Le Point Du Jour;7 795;38 601;371 186;Nice, Saint-Laurent-du-Var;51,3;40,8;35,4;19,0;21,4;1,7;27,7;7,5;22,2;23;2 160;5 287;576;902;181;501;250;67;8;2 425;317;341;583;498;350;336;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006011;Les Sagnes;1 281;38 218;342 295;Nice;49,7;35,3;32,2;22,0;25,9;1,3;42,3;7,1;32,6;27,9;262;668;51;106;15;90;40;12;;300;65;57;70;50;31;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006012;Centre;3 859;38 218;342 295;Nice;50,4;27,9;24,9;27,9;32,0;0,8;54,1;;23,5;22,3;1 401;2 603;217;875;63;246;72;87;160;890;149;163;243;160;90;85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006013;Paillon;11 919;38 218;342 295;Nice;51,6;41,3;37,9;15,8;17,2;2,1;32,1;5,4;24,8;24,1;4 328;10 300;1 033;1 912;323;1 060;456;286;75;4 572;702;720;1 163;882;581;524;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006014;Ariane - Le Manoir;10 217;38 755;347 702;Nice, Saint-André-de-la-Roche;51,9;45,3;44,5;16,1;15,6;2,4;22,0;12,6;35,3;34,1;3 249;9 452;667;1 082;263;1 237;604;161;6;4 672;772;813;1 185;896;562;444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006015;Palais Des Expositions;1 731;38 218;342 295;Nice;50,4;33,5;32,1;22,2;;1,2;43,7;;21,2;17,9;621;1 212;93;364;41;123;33;36;57;428;77;80;98;75;64;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP006016;Centre;1 958;1 958;19 052;Vence;50,3;30,0;27,9;25,6;;0,9;50,3;;17,3;;512;1 023;91;262;49;110;32;30;6;355;55;50;82;79;47;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007001;Le Contrat Ville Des Quartiers D'Avenir D'Aubenas;1 776;1 776;11 803;Aubenas;50,6;35,4;33,3;22,2;26,3;1,3;52,2;;17,7;;761;1 549;133;406;70;152;55;55;33;564;85;75;150;127;77;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007002;Coeur De Ville;1 178;2 302;8 292;Le Teil;52,9;33,5;30,5;22,1;26,6;1,0;51,8;1,7;10,6;9,1;358;723;78;194;24;62;26;33;;283;43;37;71;66;39;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007003;Sud Avenir;1 124;2 302;8 292;Le Teil;53,5;34,0;34,8;22,0;22,8;1,4;41,9;3,9;20,3;20,6;332;784;58;153;32;89;42;18;;329;49;50;91;65;49;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007004;Les Hauts De Ville;1 822;1 822;16 075;Annonay;47,4;36,9;36,1;17,9;20,0;1,5;59,1;3,0;14,6;13,6;834;1 854;154;424;63;193;87;74;41;762;151;113;209;130;99;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP007005;Nouvel Horizon;1 249;1 249;8 305;Privas;57,1;31,0;28,1;27,2;32,3;0,9;53,1;2,7;19,8;19,5;418;825;81;253;28;56;30;49;6;327;53;48;96;53;47;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008001;Manchester;2 450;13 773;48 991;Charleville-Mézières;53,8;28,2;23,5;28,7;31,5;0,8;53,2;;7,8;7,7;896;1 772;181;486;79;150;53;63;;641;104;97;153;118;95;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008002;Ronde Couture;7 463;13 773;48 991;Charleville-Mézières;52,6;38,1;34,7;20,5;22,7;1,5;40,0;4,0;19,3;17,9;2 296;5 120;439;1 115;213;529;222;131;7;2 068;337;337;515;367;270;242;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008003;La Houillère;2 020;13 773;48 991;Charleville-Mézières;50,7;34,3;32,9;22,0;24,9;1,3;47,9;;10,3;10,4;830;1 597;153;463;69;145;41;49;7;544;86;99;132;98;68;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008004;La Couronne;1 840;13 773;48 991;Charleville-Mézières;45,1;36,1;31,0;18,7;25,7;1,2;50,7;;;;574;1 156;127;301;46;100;28;44;5;435;91;67;108;71;53;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008005;Torcy Cités;1 247;7 387;18 134;Sedan;49,6;36,7;33,6;;;1,4;20,7;4,8;16,6;17,4;377;899;63;158;48;108;44;17;;360;48;35;88;79;55;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008006;Torcy Centre;1 113;7 387;18 134;Sedan;50,1;30,1;;;;;54,4;;;;394;714;74;235;35;50;15;37;;233;26;41;58;47;33;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008007;Le Lac - Centre Ancien;5 027;7 387;18 134;Sedan;53,8;34,5;33,2;18,7;20,5;1,3;54,0;1,5;6,9;5,7;1 884;3 550;369;1 090;158;267;88;137;22;1 244;190;175;281;248;175;175;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP008008;Coeur De Vie;1 287;1 287;7 730;Rethel;55,6;34,5;35,1;21,7;24,2;1,2;51,0;1,8;1;0,7;409;827;78;216;34;81;27;40;;300;57;42;78;59;42;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009001;Coeur De Ville;1 177;1 177;6 289;Saint-Girons;53,5;25,6;24,4;29,6;35,5;0,7;68,1;0,5;11;9,1;464;692;58;346;22;38;8;61;12;168;32;23;41;31;24;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009002;Centre Ancien;1 236;1 236;9 731;Foix;54,6;32,5;35,8;22,9;27,5;0,7;72,1;0,2;9,4;8,6;690;903;77;551;35;27;8;93;111;153;32;24;33;28;19;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP009003;Centre Ancien - La Gloriette;4 291;4 291;15 744;Pamiers;53,4;34,7;32,7;25,0;27,1;1,0;60,1;;11,8;9,9;1 582;2 842;355;945;92;190;54;206;67;974;167;162;238;186;127;94;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010001;Gare;1 430;12 958;59 671;Troyes;54,8;;;29,5;35,3;;54,3;;;;462;1 049;134;218;33;77;31;44;27;480;56;76;129;89;72;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010002;Bords De Seine;2 951;12 958;59 671;Troyes;54,5;40,1;37,0;16,5;20,3;1,7;54,3;;17,4;17,5;1 098;1 964;225;677;54;142;39;83;165;679;126;91;194;119;89;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010003;Chantereigne Montvilliers Beau-Toquat;7 736;20 408;75 492;La Chapelle-Saint-Luc, Les Noës-près-Troyes, Troyes;51,9;41,8;38,5;17,3;19,3;2,0;38,3;5,7;25,7;25,9;2 302;5 458;520;1 029;220;533;247;140;16;2 385;397;386;666;434;277;225;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010004;Debussy;1 684;1 684;4 867;Pont-Sainte-Marie;52,0;46,7;44,2;11,6;13,1;3,4;28,4;5,2;16;17,1;440;1 145;114;167;39;120;61;30;;548;65;96;145;116;78;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010005;Maugout;1 461;1 461;11 770;Saint-André-les-Vergers;55,8;46,2;38,9;13,4;16,9;3,1;33,1;7,4;24,6;23,6;494;1 199;174;188;35;97;35;35;7;577;79;95;158;123;67;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010006;Chartreux;4 020;12 958;59 671;Troyes;51,8;39,3;37,3;19,4;21,5;1,6;53,2;;21,3;19,1;1 598;3 366;382;849;85;282;112;130;152;1 396;284;260;376;227;144;105;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010007;Jules Guesde;1 695;12 958;59 671;Troyes;48,6;;;19,7;20,8;;55,7;;30,1;30,1;695;1 443;129;407;38;121;56;47;46;586;87;96;170;103;75;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010008;Sénardes;1 387;12 958;59 671;Troyes;51,5;45,9;40,8;12,1;;3,2;27,9;;19;17,6;575;1 235;119;304;43;109;46;34;;510;112;87;124;90;58;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010009;Point Du Jour;1 189;12 958;59 671;Troyes;50,7;45,0;43,0;16,2;16,3;2,3;30,1;11,0;24,3;24;385;929;63;190;38;94;56;23;;408;57;63;117;79;54;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP010010;Quartier Des Lumières - Alfred Boucher;1 668;1 668;14 352;Romilly-sur-Seine;55,0;37,5;38,3;20,4;22,2;1,6;51,7;;26,1;27,7;666;1 332;141;339;71;115;31;45;;477;84;85;137;74;60;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011001;Quartier Aude;2 050;2 050;10 166;Limoux;51,0;29,9;27,8;25,5;30,3;0,8;56,2;0,9;13,1;11,5;743;1 176;140;491;50;62;14;95;13;330;51;53;79;61;47;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011002;La Conte - Ozanam;2 060;9 831;46 724;Carcassonne;53,5;40,6;38,5;17,8;;2,0;33,9;;24,9;22,6;759;1 971;173;292;72;222;107;42;;911;105;129;229;191;128;129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011003;Le Viguier - Saint-Jacques;1 862;9 831;46 724;Carcassonne;52,4;39,2;;;;1,6;45,7;;38,3;36,5;653;1 413;106;328;75;144;67;46;8;548;78;95;161;101;66;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011004;Bastide Pont-Vieux;3 775;9 831;46 724;Carcassonne;52,3;33,7;32,6;21,6;24,8;1,1;65,5;;10,6;;1 912;3 021;326;1 332;103;151;36;230;128;861;147;126;184;185;110;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011005;Fleming La Reille;1 050;9 831;46 724;Carcassonne;57,8;36,6;31,7;26,5;27,9;1,2;40,7;;22,9;21,6;270;670;71;108;20;71;26;7;;308;46;55;79;56;39;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011006;Grazailles;1 084;9 831;46 724;Carcassonne;56,1;42,9;;;;2,1;32,6;;;;369;804;106;173;27;63;25;15;;351;36;50;95;76;47;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011007;Narbonne Ouest;4 031;10 384;52 802;Narbonne;52,2;36,8;34,1;21,4;22,3;1,5;31,9;;17,9;16,4;1 133;2 561;242;508;125;258;109;43;;1 043;153;186;267;190;128;119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011008;Narbonne Centre;4 661;10 384;52 802;Narbonne;54,6;35,3;34,9;19,9;23,5;1,2;59,7;;10;9,2;2 522;4 027;470;1 708;131;213;44;307;139;1 166;215;182;265;214;173;117;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011009;Narbonne Est;1 692;10 384;52 802;Narbonne;52,1;39,8;37,1;20,7;23,1;1,6;35,8;;;;634;1 352;148;316;38;132;40;39;19;546;92;93;155;87;72;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP011010;Centre Ville;2 993;2 993;11 223;Lézignan-Corbières;52,5;33,4;30,5;28,7;32,7;0,9;39,3;2,4;7,1;7;883;1 921;193;417;80;193;64;104;;780;145;118;191;129;125;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP012001;Quatre Saisons;1 540;1 540;11 604;Onet-le-Château;50,3;40,3;37,8;16,1;18,0;2,2;33,2;6,5;30,2;29,5;428;1 097;70;172;46;140;65;27;;484;79;92;135;88;47;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP012002;La Bastide;2 091;2 091;11 909;Villefranche-de-Rouergue;49,8;38,4;36,2;18,7;22,4;1,5;57,8;;19,5;17,2;745;1 360;130;452;55;108;41;102;25;458;66;78;128;86;63;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
