CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP082002;3802;7353;57921;Montauban;55;36,2;33,5;23,5;24,9;1,3;39,3;4,3;23,6;21,9;1312;2868;310;640;91;271;112;69;5;1182;165;187;301;222;176;131;0
QP082003;2470;3672;12564;Moissac;50,6;28,9;24,4;25,6;28,7;0,9;49,8;;25,4;22,8;642;1307;98;359;44;141;46;52;12;486;99;78;137;93;59;20;0
QP082004;1202;3672;12564;Moissac;50,7;35;29,8;30,1;33,3;1;32,8;;36,7;33;209;539;42;72;23;72;33;11;;240;35;38;71;47;30;19;0
QP083001;947;3733;53039;Fréjus;51,3;;;;;;25;;;;264;571;50;134;18;62;27;13;;223;30;34;48;49;40;22;0
QP083002;4408;6932;39174;Draguignan;48,6;34,2;34,1;14,9;16,9;1,6;61,3;;10,9;;1636;2738;263;1091;87;195;54;175;62;819;161;138;222;136;96;66;0
QP083003;2524;6932;39174;Draguignan;56,4;38,9;38,7;17,3;;1,9;31,7;;13,3;14,2;660;1814;187;201;49;223;93;19;;873;94;142;260;171;124;82;0
QP083004;1541;1541;9328;Le Muy;51,3;34,6;33,7;18,7;19,8;1,6;40;4,7;26,3;26,2;436;970;72;205;42;117;41;32;;374;66;66;105;70;40;27;0
QP083005;1467;1467;25298;La Garde;52,2;46,2;41,5;12;15,2;2,9;38,1;8,3;9,1;10,5;460;978;85;250;36;89;38;26;17;383;63;60;90;75;42;53;0
QP083006;2034;4395;55713;Hyères;46,8;29,4;;21;;1;55,5;;13,1;;782;1212;123;539;48;72;13;81;29;311;50;51;67;53;59;31;0
QP083007;2361;4395;55713;Hyères;50,4;41;36,1;16,8;16,1;2,1;27,5;7,8;14,2;15,4;;;;;;;;;;;;;;;;;5
QP083008;9334;12414;64523;La Seyne-sur-Mer;51,6;40,8;37,1;19;20,2;1,8;26,1;6,8;14,5;14,3;2868;7294;509;1173;303;883;408;120;7;3211;441;484;850;625;447;364;0
QP083009;3080;12414;64523;La Seyne-sur-Mer;50,5;31,5;29,7;18,5;21,9;1,3;57,2;;10,4;;1458;2493;288;900;92;178;31;153;16;760;166;145;183;134;80;52;0
QP083010;4016;23869;163760;Toulon;55,7;39,9;33,8;19,7;23,2;1,7;34,6;3,2;11,7;11,1;1416;3223;364;628;126;298;124;58;;1369;211;215;389;226;176;152;0
QP083011;2109;23869;163760;Toulon;55,8;40;34,2;18,3;21;1,8;33,1;;7,3;;691;1625;173;292;62;164;72;26;;702;87;93;184;145;108;85;0
QP083012;1301;23869;163760;Toulon;45,4;46,4;46,4;13,2;7,9;2,9;10,9;19,4;33,9;36,1;293;821;59;98;31;105;46;23;;389;70;54;98;71;50;46;0
QP083013;3015;23869;163760;Toulon;53;25,7;22,5;27,8;32,5;0,7;53,2;;6,5;6,2;1214;2087;200;778;72;164;37;93;17;635;131;104;149;103;86;62;0
QP083014;1135;23869;163760;Toulon;52,7;36,4;34,3;16,6;18,5;1,9;35,8;;;;247;811;40;63;7;137;62;14;;415;67;77;127;76;46;22;0
QP083015;1850;23869;163760;Toulon;53,6;37,4;36,7;;;1,4;36,2;;24,2;24,4;626;1558;98;277;58;193;86;29;;674;100;109;163;123;91;88;0
QP083016;8632;23869;163760;Toulon;46,7;28,1;31,6;23,4;24,4;0,8;64;;19,9;19,6;4011;6187;467;2877;294;373;111;364;374;1502;293;223;349;265;192;180;0
QP083017;1811;23869;163760;Toulon;51,5;39,4;38,3;19,1;;1,7;27,2;9,2;14,2;12,9;594;1283;106;296;67;125;41;25;;489;62;70;127;99;56;75;0
QP083018;2786;3733;53039;Fréjus;47,6;41,2;38,4;;;1,8;12,5;10,5;43,4;43,9;611;1849;66;175;77;293;134;17;;862;130;138;217;187;113;77;0
QP083019;1823;1823;10183;Le Luc;48,7;34;29,9;21;24,5;1,2;44,5;1,3;13,7;12,3;;;;;;;;;;;;;;;;;5
QP083020;2002;3649;16450;Brignoles;48,5;34,1;34,5;21,3;;1,3;48,9;;21,5;;882;1757;187;472;63;160;41;99;;652;131;116;167;115;75;48;0
QP083021;1647;3649;16450;Brignoles;55,8;42,8;41,9;18,9;19,7;1,9;35;7,8;19,7;19,6;;;;;;;;;;;;;;;;;5
QP084001;1590;4272;18500;Sorgues;55,9;32,4;33,6;23,1;23,2;1,2;41,8;;24,2;22,3;424;893;75;223;27;99;31;29;;341;55;54;80;67;48;37;0
QP084002;17186;24611;90305;Avignon;52,1;40,6;38,8;19,3;18,9;1,8;33,7;5,5;27,8;26,7;5473;13601;1118;2312;452;1591;749;266;18;6040;1001;1062;1621;1081;737;538;0
QP084003;4612;24611;90305;Avignon;52,7;42,9;39,1;15,7;17,4;2,3;35,7;6,7;28,1;26,9;1602;4073;375;629;112;486;198;72;7;1869;327;328;484;332;204;194;0
QP084004;2813;24611;90305;Avignon;54,6;42,7;41,2;12,2;;3,1;25,3;8,1;24,9;24,1;909;2340;191;370;72;276;132;39;;1078;164;185;301;203;115;110;0
QP084005;741;3703;17344;Le Pontet;41,5;;;31,2;23,6;;41,6;;28;;275;480;30;187;7;51;11;11;;147;34;31;32;32;13;5;0
QP084006;2962;3703;17344;Le Pontet;54,8;42,4;41,8;12,2;12,8;2,9;36,4;5,5;20,6;20,9;895;2280;159;361;63;312;129;65;;1010;209;171;292;161;110;67;0
QP084007;1642;1642;19498;Pertuis;47,7;31,2;28,4;25,8;31;0,9;52,4;;;;588;1104;115;343;36;94;23;51;10;381;64;60;105;79;40;33;0
QP084008;2990;7415;28422;Carpentras;52,2;32,2;32,6;19,7;20,4;1,2;54,7;;13;10,6;1139;2026;229;692;57;161;48;139;13;667;122;107;152;126;94;66;0
QP084009;1871;7415;28422;Carpentras;52,4;35,1;32,3;21,1;21,5;1,5;36,5;;28,2;25,6;470;1232;85;187;43;155;82;25;;564;102;93;150;102;73;44;0
QP084010;1142;7415;28422;Carpentras;52,3;44,7;46,7;;;2;;;43,4;45,2;225;654;26;74;27;98;46;10;;299;67;54;74;44;31;29;0
QP084011;1412;7415;28422;Carpentras;55;41,2;41,2;16,6;16,9;2;28,9;;19,6;17,3;389;938;78;169;27;115;46;24;;406;71;72;112;70;46;35;0
QP084012;4362;5492;29193;Orange;52,7;37,6;34,6;20;19,8;1,6;32,8;4,3;28,4;28,2;1157;2905;202;483;98;374;161;65;;1284;239;245;337;199;134;130;0
QP084013;1130;5492;29193;Orange;54,4;;;25,7;;1,1;35,7;;29,2;29,5;313;716;57;156;30;70;27;15;;300;46;48;80;58;30;38;0
QP084014;1434;4272;18500;Sorgues;55,9;36,4;34,6;;;1,6;36,4;;23,8;23,2;497;1216;97;216;44;140;64;35;;532;94;85;159;93;55;46;0
QP084015;1248;4272;18500;Sorgues;52,4;47,2;47,4;;;4,7;31,1;;15,3;13,2;355;898;66;147;21;121;45;16;;400;66;60;125;70;50;29;0
QP084016;1536;1536;12015;Monteux;54,1;38,5;;;;1,6;41,7;;22,4;20,9;377;792;97;184;21;75;24;42;;318;52;59;81;52;44;30;0
QP084017;3307;3307;12325;Apt;52,5;36;36,7;18;;1,6;50,6;;20,3;18,8;1002;1981;196;560;65;181;69;78;6;734;93;113;203;146;109;70;0
QP084018;1140;1140;18955;L'Isle-sur-la-Sorgue;50;43,4;38,1;;;3,2;;;20,1;19,9;323;758;81;136;27;79;30;18;;329;53;63;85;54;41;33;0
QP084019;1783;1783;9519;Valréas;52,9;34,9;33,9;24,1;24,8;1,2;44,3;2,9;21,1;17,9;429;902;98;208;37;86;30;42;;350;74;79;80;49;43;25;0
QP084020;5069;6169;25636;Cavaillon;53;40,6;38,6;20;19,8;1,7;34,1;6,2;31,5;29,2;1195;2903;228;514;98;355;155;47;;1245;230;225;345;204;134;107;0
QP084021;1100;6169;25636;Cavaillon;42,3;;;36,3;;0,7;39,7;;;;241;611;45;109;9;78;44;11;;282;45;58;82;50;34;13;0
QP084022;2449;2449;13776;Bollène;50,8;35,7;31,7;22,4;28,5;1,4;45,9;5,5;23,7;24,1;720;1561;124;388;50;158;77;43;;634;99;105;185;117;71;57;0
QP085001;2545;5175;52732;La Roche-sur-Yon;55,6;35,6;30,1;18,2;21,3;1,7;56,3;;16,4;;1051;1987;241;611;54;145;43;60;35;739;118;116;198;141;97;69;0
QP085002;1167;5175;52732;La Roche-sur-Yon;49,7;36,1;31,6;16;18,1;1,7;48,5;;15,5;14,6;496;871;102;306;27;61;21;29;;289;49;45;71;64;35;25;0
QP085003;1463;5175;52732;La Roche-sur-Yon;52,7;40,6;38,2;;;2,3;56,6;;12,6;;690;1433;154;362;45;129;48;71;22;575;100;101;145;102;75;52;0
QP085004;1634;1634;13647;Fontenay-le-Comte;53,5;28,4;28,6;25,4;30,1;1;58,8;;;;560;971;106;354;39;61;18;45;9;310;38;40;75;75;58;24;0
QP086001;4270;6869;31262;Châtellerault;55,8;38,5;35,4;20,8;24,9;1,5;46,8;4,3;13,7;14;1553;3414;416;779;83;275;108;102;9;1499;255;244;364;245;197;194;0
QP086002;2599;6869;31262;Châtellerault;50;42,3;39,9;16;18;1,9;64,3;;11,9;;1153;1913;172;791;73;117;44;186;122;576;82;87;150;116;86;55;0
QP086003;1157;16172;87427;Poitiers;55,3;;;;;;45,3;;;;410;918;112;194;23;81;31;24;;402;65;72;108;60;58;39;0
QP086004;4149;16360;94523;Poitiers, Saint-Benoît;54;39,3;35,5;17,9;21,9;1,8;49,1;;28,5;27,7;1381;3097;346;708;83;244;109;82;22;1386;229;249;363;275;163;107;0
QP086005;9120;16172;97401;Buxerolles, Poitiers;57,4;38,3;34,3;21,7;26;1,4;58,3;;15,9;14;3367;6721;738;1904;216;509;197;312;208;2632;453;456;644;463;343;273;0
QP086006;1934;16172;87427;Poitiers;53,7;35,6;34,2;13,9;;1,6;57,6;2,2;16,7;17,8;839;1412;151;541;49;98;19;90;81;434;92;71;104;65;53;49;0
QP087001;1261;25514;135098;Limoges;48,5;38,4;37;17;;2;35,5;7,5;42,2;43,1;334;867;64;140;37;93;40;15;;399;67;64;119;63;47;39;0
QP087002;3699;25514;135098;Limoges;53,7;42,3;39,5;19,1;23,1;1,9;40,7;7,5;33,4;32,1;1008;2354;198;507;89;214;106;60;;1037;141;172;273;204;138;109;0
QP087003;1516;25514;135098;Limoges;49,5;32,3;32,2;;23,2;1,4;61;;23,5;17,9;576;1018;99;368;41;68;25;39;;332;54;59;83;66;40;30;0
QP087004;5640;25514;135098;Limoges;50,8;39;35,5;18,9;20,5;1,8;27,8;5,3;28,4;29,2;1554;3868;284;640;167;463;187;75;7;1682;292;282;425;309;198;176;0
QP087005;4008;25514;135098;Limoges;53,4;47,8;43,4;16,4;18,6;2,5;41,8;9,1;33,7;30,8;1294;3329;364;590;84;256;145;93;52;1689;243;267;430;328;219;202;0
QP087006;3949;25514;135098;Limoges;55,2;38,3;33,5;22,3;25,3;1,5;41,3;4;27,7;26,1;1249;3133;316;499;108;326;147;90;13;1454;278;264;377;254;158;123;0
QP087007;1679;25514;135098;Limoges;53,3;24;;33,7;38,9;0,5;68,4;;18,1;;718;1187;111;462;55;90;14;54;56;329;70;66;79;37;43;34;0
QP087008;2328;25514;135098;Limoges;56,3;34,5;30,2;23,2;27,9;1,1;47,3;;21,6;19,2;897;1785;225;467;69;136;36;59;29;689;124;116;154;128;97;70;0
QP087009;1434;25514;135098;Limoges;52,5;34,1;29,7;26,9;33,3;1;49,9;;14,8;;419;907;108;194;32;85;21;32;;364;59;64;91;59;48;43;0
QP088001;1248;4960;32188;Épinal;56;36,6;;24,7;29,2;;53,1;;;;552;1108;139;303;35;75;25;40;8;446;65;68;115;81;59;58;0
QP088002;3712;4960;32188;Épinal;52,1;42,2;39,8;17,4;17,8;1,9;39,7;5;21,8;23,4;1276;2810;221;662;119;274;140;64;19;1133;158;165;300;221;140;149;0
QP088003;1165;1165;8436;Golbey;57,5;36,3;30,8;20,7;23,4;1,4;46;1,1;4,1;3,6;411;826;127;197;26;61;18;19;;325;41;52;79;61;46;46;0
QP088004;1336;1336;7774;Remiremont;52,4;33,9;32,9;25,5;28,1;1,1;42,4;3,9;17,9;16,7;352;765;54;186;23;89;28;18;;299;28;39;90;71;44;27;0
QP088005;2949;5635;20471;Saint-Dié-des-Vosges;53,7;34,4;32,9;23,4;25,7;1,2;52,5;;;;996;2093;178;540;64;214;82;45;;811;117;136;216;137;109;96;0
QP088006;2686;5635;20471;Saint-Dié-des-Vosges;55,4;37,5;33,3;26,9;32,5;1,1;44,2;;15,2;14,9;886;1922;150;464;61;211;84;65;26;761;107;123;194;151;101;85;0
QP089001;1663;6276;34869;Auxerre;50,3;34,7;30,7;;;1,5;42,3;;16,9;17,6;625;1319;132;315;47;131;47;32;5;519;89;77;140;98;60;55;0
QP089002;3602;6276;34869;Auxerre;54,9;41,9;39,8;18;19,5;2;35,5;4,8;23,8;22,8;1149;2821;245;494;89;321;145;56;;1253;164;217;346;246;149;131;0
QP089003;1011;6276;34869;Auxerre;50,5;40,5;40,2;16,9;;2;51,8;;;;382;755;107;195;23;57;16;40;;293;56;56;85;45;31;20;0
QP089004;970;970;6938;Migennes;51,1;39,6;36,8;18,8;20,3;1,8;35;7,2;14,9;14,9;325;836;60;140;28;97;51;13;;386;50;59;106;93;49;29;0
QP089005;2060;2060;9690;Joigny;54,5;44,5;42,2;13,7;13,9;2,9;40,9;7,6;26,4;25;622;1451;134;284;50;154;58;38;10;617;92;97;166;106;75;81;0
QP089006;5636;6881;25018;Sens;54,3;40,8;39;16,6;17,5;2,2;39,3;4,3;22,5;20,4;1827;4288;419;825;138;445;185;75;;1862;305;316;480;364;205;192;0
QP089007;1245;6881;25018;Sens;54,8;39,8;35,7;13,1;13,1;2,6;42,6;;23,2;23,9;410;904;119;178;33;80;34;31;;381;73;56;106;76;38;32;0
QP090001;1655;15622;50196;Belfort;48,4;;;;;;61,5;;15,9;;567;1039;78;366;29;94;36;46;207;354;46;50;92;71;57;38;0
QP090002;2430;15622;50196;Belfort;52,2;37;36;;;1,2;41,4;;32;30,9;638;1536;86;300;68;184;83;33;61;638;96;93;176;123;76;74;0
QP090003;1900;15622;50196;Belfort;48,2;30,6;;23,9;;1;51,9;;;;650;1144;108;393;50;99;22;48;7;345;66;54;101;50;41;33;0
QP090004;10048;16033;55019;Bavilliers, Belfort;53,1;40;37,3;19,6;22,1;1,7;36,2;4,8;18,4;17,6;2651;6427;485;1164;248;754;356;176;52;2744;442;455;740;550;315;242;0
QP090005;1107;1107;8933;Offemont, Valdoie;52,4;33,9;33,3;25,7;27,3;1,1;25,3;4,4;20,3;20,8;313;774;41;134;41;97;46;10;;318;56;56;82;60;36;28;0
QP091001;916;916;20057;Saint-Michel-sur-Orge;55,2;43,1;;;;2,2;26,4;;14,4;;213;743;55;41;10;107;48;7;;416;62;62;114;86;54;38;0
QP091002;5662;14332;47632;Corbeil-Essonnes;49,1;41,5;43,7;14,6;13,4;2,3;20,5;11;39,3;38,2;1632;4221;299;699;110;524;256;71;11;1948;283;286;473;360;286;260;0
QP091003;6134;14332;47632;Corbeil-Essonnes;53,2;42,6;42,8;8,8;8,8;4,2;28,9;6,2;29,7;28,1;1736;4933;452;533;88;663;280;99;17;2448;470;458;662;417;252;189;0
QP091004;1478;14332;47632;Corbeil-Essonnes;50,4;45,1;41,9;;;3;32,7;13,8;26,5;24,1;437;1225;127;144;18;148;66;18;;622;76;120;180;116;67;63;0
QP091005;1072;14346;55105;Corbeil-Essonnes, Saint-Germain-lès-Corbeil;48,3;;;;;;40,7;;43,4;;309;726;58;139;19;93;26;22;6;305;62;59;77;56;27;24;0
QP091006;5402;5402;24914;Les Ulis;49,5;40,5;39,4;14,2;13,7;2,3;26,3;8;23,9;20,6;1497;3777;335;631;56;475;204;52;37;1747;278;287;471;334;206;171;0
QP091007;1460;1460;25624;Brétigny-sur-Orge;53,4;42,4;40,2;14,4;;2,5;28,1;;22,8;25;343;1052;103;92;17;131;72;9;;562;75;89;164;112;74;48;0
QP091008;1087;1087;9219;Fleury-Mérogis;53,1;45,7;43,4;7,7;8,5;5;28,6;7;22,8;21,8;268;767;74;86;10;98;46;15;;389;63;56;92;88;51;39;0
QP091009;1211;7270;35868;Sainte-Geneviève-des-Bois;51;38,9;34,3;17,7;;1,8;29,7;;21,6;20;311;836;77;118;13;103;49;9;;411;66;62;102;94;48;39;0
QP091010;6059;7270;35868;Sainte-Geneviève-des-Bois;49,1;42,5;41;12,9;;2,8;26,5;10,3;26,9;23,4;1509;4066;306;617;71;515;270;59;;1964;301;359;498;368;240;198;0
QP091011;2722;2722;26066;Brunoy;51,4;47;42,4;;;4,8;17,3;11,3;29,3;28,2;649;1922;176;191;36;246;124;27;;991;139;177;265;196;123;91;0
QP091012;6575;6575;12565;Épinay-sous-Sénart;54;44,5;42,8;11,5;12;3,3;21,8;8,9;24,7;24,5;1539;4652;450;419;75;595;278;61;7;2437;348;377;641;513;303;255;0
QP091013;1523;1523;8444;Quincy-sous-Sénart;54,9;43,9;43,7;10,8;10,5;3,3;31,6;9,9;19,8;20,4;377;990;90;152;20;115;61;14;;476;54;61;122;108;78;53;0
QP091014;2573;2573;21657;Longjumeau;54;44,4;43;13,3;15,1;2,9;27,5;9,7;25,5;25;573;1729;138;176;28;231;126;21;;890;121;150;250;167;118;84;0
QP091015;2681;6407;45902;Massy;51,4;40,8;40,4;14,1;14,6;2,4;31,6;8;26,5;26,5;591;1747;147;196;23;225;120;28;;904;123;158;242;177;103;101;0
QP091016;5182;5864;13466;Courcouronnes;52,6;46,7;45,2;7,4;7,2;5,4;21,5;7,7;25;24,3;1180;3660;349;295;52;484;228;36;6;1935;294;334;532;364;239;172;0
QP091017;12722;33244;66703;Courcouronnes, Évry;50,6;41,9;42,2;10,9;10,5;3,1;30,8;8,1;24,9;23,8;3204;8686;633;1237;159;1175;542;189;236;4137;702;659;1113;791;501;371;0
QP091018;2713;27380;53237;Évry;52,5;45,2;42,8;;;5,1;29,5;;23;21,5;750;2027;164;279;40;267;130;34;94;962;160;165;276;178;116;67;0
QP091019;3286;27380;53237;Évry;53,6;44,2;40,4;10,3;;3,8;21,6;8,4;22,3;22,1;827;2344;193;276;33;325;146;30;;1156;205;181;309;223;134;104;0
QP091020;1568;27380;53237;Évry;54,1;42,6;41,1;;;2,4;26;;27,9;26,9;268;866;53;64;13;138;60;10;16;449;72;72;123;99;49;34;0
QP091021;2272;27380;53237;Évry;49,1;39,7;33,3;;;3,1;30,2;8,5;20,9;21,3;462;1291;123;155;18;166;71;28;;642;86;83;172;130;96;75;0
QP091022;1641;27380;53237;Évry;50;40;38,8;7,5;7,9;4,8;23,2;13,9;18,5;17;639;1490;109;315;32;183;75;27;15;640;125;101;169;123;73;49;0
QP091023;2401;27380;53237;Évry;50,6;46,6;42,4;7,3;;5,2;34,1;9,9;19,8;21,2;656;1828;168;220;38;230;115;31;8;904;163;172;221;170;91;87;0
QP091024;1459;27380;53237;Évry;46,7;35,8;37,6;14;14,9;2,1;36,8;8,3;20,4;21,7;303;818;39;128;8;128;46;6;;377;60;78;114;63;32;30;0
QP091025;5166;5166;27312;Ris-Orangis;53,9;40,7;40,7;13,1;14,2;2,7;24;5,8;27,2;26,3;1354;4187;331;331;81;611;280;63;;2135;328;375;610;411;248;163;0
QP091026;16369;29567;58848;Grigny, Viry-Châtillon;52,2;45,4;43;12,5;13;3;24,3;13,1;23,2;23;4008;11755;992;1371;218;1427;770;183;15;6077;870;938;1642;1191;821;615;0
QP091027;13198;23771;27716;Grigny;48,9;45,2;45,8;8,1;8,1;4,7;26,2;10;39,9;38,9;2724;8843;559;658;174;1333;638;149;31;4605;851;836;1232;839;484;363;0
QP091028;3820;5190;30094;Athis-Mons;50,6;41,7;40,2;12,7;;2,7;23,5;8,8;27,7;28,1;1050;3035;244;305;63;438;175;37;;1477;268;230;415;281;160;123;0
QP091029;1370;5190;30094;Athis-Mons;52,4;49,8;46,6;;;4,6;14,4;11,2;21,9;21;293;1049;76;54;11;152;86;9;;596;75;86;166;134;82;53;0
QP091030;4670;4670;37206;Savigny-sur-Orge;51,6;41,4;39,7;12;11,1;3;23,3;6,3;28,2;28,7;1010;3125;254;234;64;458;199;45;8;1592;305;280;435;268;175;129;0
QP091031;2957;9791;59813;Draveil, Vigneux-sur-Seine;52,4;49,4;44,6;11,4;12,7;3,5;20,5;12,6;21;20,7;647;2120;193;155;24;275;164;20;;1164;137;151;333;243;159;141;0
QP091032;2562;4304;23565;Montgeron;52,5;46,3;42;;;4;22,9;10,2;23,1;23,8;627;2000;211;140;27;249;130;21;;1097;152;197;305;212;112;119;0
QP091033;5299;7879;31126;Vigneux-sur-Seine;52,6;44,1;39,7;13,6;14,8;2,8;26,5;7,5;26,5;25,6;1217;3568;320;366;58;473;210;58;;1813;259;299;445;364;254;192;0
QP091034;3277;12183;54691;Montgeron, Vigneux-sur-Seine;52,5;43,8;43,4;11,8;11,2;3;22,5;9,1;25,4;25,5;865;2451;229;274;46;316;130;44;;1214;181;200;313;232;162;126;0
QP091035;904;904;10707;Arpajon;38;23,5;;20,5;;;34,8;;22,7;;266;484;;174;;49;10;11;;163;20;30;39;33;24;17;0
QP091036;1495;1495;5494;Égly;52,6;45,8;47,1;9,3;9,3;4,3;19,4;7,9;22,5;23,2;350;1147;90;80;15;165;82;17;;618;97;89;158;132;84;58;0
QP091037;2599;4186;24502;Étampes;50,3;46,9;43,1;;;3,4;27,5;13,8;25,9;26,5;618;1915;125;179;37;277;136;33;;979;132;129;276;189;144;109;0
QP091038;1587;4186;24502;Étampes;50,9;50,8;50,3;;;6,6;18,9;12,9;36,7;34,8;385;1220;92;102;21;170;92;18;;647;101;91;174;125;90;66;0
QP091039;3726;6407;45902;Massy;52,2;36,8;33,6;16,8;20,8;1,8;38,6;5,8;21,9;20,9;867;2271;210;336;39;282;122;29;;1081;171;208;299;196;121;86;0
QP092001;2525;5406;59255;Clichy;51,3;34;32,7;;;1,6;29,2;;31,7;30,1;709;1759;134;287;39;249;83;29;9;757;142;126;191;146;88;64;0
QP092002;1692;30651;92227;Nanterre;50,2;42,8;38,1;18,5;21,6;1,8;27,5;;18,4;18;344;907;78;141;12;113;51;19;;436;64;54;106;87;70;55;0
QP092003;3344;30651;92227;Nanterre;53,1;39,4;37,5;15,3;17,2;2,2;36,5;;17,3;16,7;830;1932;178;388;43;221;87;26;;833;130;142;216;155;110;80;0
QP092004;3647;3647;61727;Antony;53,6;34,8;33,3;20,6;22,2;1,3;32,2;5,2;19,5;19,8;898;2458;211;322;47;318;145;23;;1187;167;193;279;230;176;142;0
QP092005;5660;5660;32623;Châtenay-Malabry;53,1;38;36,3;14,8;15;2,1;36,8;3,7;22;22;1548;3554;408;693;68;379;147;69;8;1556;242;250;396;315;195;158;0
QP092006;5156;30651;92227;Nanterre;48,2;36,1;36,5;16,4;16,9;1,9;32,6;7,1;24,7;20,3;1640;3622;227;903;76;434;176;30;5;1467;246;232;383;251;182;173;0
QP092007;13535;30651;92227;Nanterre;52;40,2;38,3;15,1;15,8;2,1;35,7;7,7;24,3;25,3;3406;8642;739;1432;202;1033;478;106;60;3987;526;595;1005;771;595;495;0
QP092008;1789;5232;38520;Bagneux;53,1;37,1;36;16,3;16,5;1,9;30;9,7;21,4;22;496;1226;105;213;36;142;72;19;;549;96;77;160;95;66;55;0
QP092009;1886;5232;38520;Bagneux;52,4;38;39,7;10,6;10,3;3;30,3;4,7;20;20,3;607;1669;102;212;25;268;94;22;5;762;160;126;193;127;83;73;0
QP092010;4438;15036;43219;Gennevilliers;51,6;42,4;40,4;15,9;16,7;2,2;20,2;9,5;23,1;23,9;954;2696;199;326;55;374;176;22;;1311;214;212;348;223;173;141;0
QP092011;6512;15829;84577;Colombes;50,7;36,8;35,1;19,1;19;1,6;30;6,8;21,8;19,4;1626;4107;324;700;96;506;233;39;9;1873;243;276;512;396;256;190;0
QP092012;6872;9948;86020;Asnières-sur-Seine;53;38,9;34,6;17,6;19,2;1,8;29,1;7,3;21,6;22,2;1695;4570;390;628;100;577;275;40;;2191;259;286;605;471;334;236;0
QP092013;8688;24984;129239;Asnières-sur-Seine, Gennevilliers;50,3;34,2;35,4;21,6;20,7;1,3;40,5;4,2;27,1;22,8;2201;5236;404;1016;131;650;281;66;8;2253;365;353;602;445;281;207;0
QP092014;2881;5406;59255;Clichy;44,1;26;;17,1;;1,1;44,9;;24,9;26;663;1488;129;313;43;178;54;39;30;603;125;107;149;118;67;37;0
QP092015;8217;15829;84577;Colombes;51;39;37,2;14,4;13,1;2,2;25,1;6,8;22,2;21;2372;6273;512;902;132;826;336;90;63;2928;445;480;751;543;386;323;0
QP092016;6924;30651;92227;Nanterre;48,5;37,7;38,1;19;18,6;1,6;24,3;11,1;22,4;20,5;1880;4462;345;889;89;557;213;76;7;1930;336;304;478;364;250;198;0
QP092017;2564;24984;129239;Asnières-sur-Seine, Gennevilliers;46,2;24,9;30,4;17,5;;1,2;45,2;;29,7;;641;1551;130;281;52;178;82;23;7;677;111;116;170;124;95;61;0
QP092018;2422;24984;129239;Asnières-sur-Seine, Gennevilliers;52,6;32,3;31,8;;;1,5;44,7;5,3;31,1;31;600;1260;100;327;30;143;49;19;;482;92;73;129;84;67;37;0
QP092019;11729;11729;25466;Villeneuve-la-Garenne;51,6;40,6;38,7;15,4;14,6;2,1;23,3;8;24,9;24;2562;7230;559;858;171;974;456;80;7;3495;522;585;911;697;417;363;0
QP092020;1557;5232;38520;Bagneux;51,7;42;35,4;;17;2,7;34,1;;28,8;28,5;391;1194;102;99;13;177;78;12;;610;112;113;177;113;53;42;0
QP092021;1100;15829;84577;Colombes;56,9;31;;;;1,1;57,3;;25;;358;801;81;177;22;78;35;5;;342;66;50;87;64;45;30;0
QP093001;1687;3969;15708;Le Bourget;52,7;36,9;37;15,9;20;1,9;33,5;;40,8;38,5;397;1045;78;138;25;156;54;15;;468;96;76;126;71;62;37;0
QP093002;2282;3969;15708;Le Bourget;52,4;40,2;37,9;13,5;15,5;2,5;27,8;;31,5;30;536;1582;139;156;22;219;102;18;;800;122;119;206;162;112;79;0
QP093003;29428;29428;56670;Clichy-sous-Bois, Montfermeil;51;46;45,3;11,6;11,9;3,3;16,6;13,7;39,8;40,2;6571;20196;1352;1828;625;2766;1366;210;27;10206;1507;1669;2655;1958;1265;1152;0
QP093004;3590;11056;68241;Drancy;52,6;37,5;35,3;16;17,7;2;32,4;4,5;28,9;30,1;973;2523;194;344;85;350;126;30;6;1114;194;188;268;222;147;95;0
QP093005;3962;44221;118043;Bobigny, Drancy;52,4;34,2;30,9;17,6;19,3;1,6;43,4;2,7;24,1;24;1323;3003;254;641;74;354;132;41;6;1245;206;212;297;226;151;153;0
QP093006;1143;33053;121038;Le Blanc-Mesnil, Drancy;51;35,9;;;;2,4;41,8;;40,3;39;271;739;48;79;19;125;34;20;;323;87;67;70;47;30;22;0
QP093007;3949;4758;10216;Dugny;51,6;42,7;38,1;15,3;18;2,3;27,7;10,2;16,9;17,6;1121;3102;296;415;57;353;186;40;;1569;222;255;412;294;218;168;0
QP093008;2457;12564;35984;Bagnolet;54,5;35,7;36,1;20,7;22,7;1,3;35,2;6,5;16,9;17,4;778;1571;104;474;43;157;68;9;;595;94;87;143;112;88;71;0
