"CODGEO";"POP_MUN";"POP_COM_QP";"POP_COM";"TX_F";"TX_TOT_0A24";"TX_F_0A24";"TX_TOT_60ETPLUS";"TX_F_60ETPLUS";"IND_JEUNE";"TX_TOT_MEN1";"TX_TOT_MEN6";"TX_TOT_ET";"TX_F_ET";"NOTE_RP";"A";"PERCOU";"AM";"AI";"ACSSENF";"ACAVENF";"AC3ENF";"A_NETUD_24";"A_ETUD";"ENF";"ENF_2";"ENF_3_5";"ENF_6_10";"ENF_11_14";"ENF_15_17";"ENF_18_24";"NOTE_CNAF"
"QP022003";799;799;11489;54,8;38,4;31,6;16,3;19;;57,6;;19,4;20;0;240;434;64;134;18;24;5;27;;151;31;24;27;25;25;19;0
"QP022004";1767;6998;44170;56,6;37,7;34,4;;;1,9;46,1;;14,7;11,7;0;747;1529;180;392;51;124;53;51;;617;88;96;177;109;92;55;0
"QP022005";4241;6998;44170;54,3;39,7;35,5;20,9;24,9;1,5;54,8;2,6;19,2;17,3;0;1566;3105;330;900;98;238;100;124;116;1204;202;188;302;245;159;108;0
"QP022006";990;6998;44170;51;34;31,1;;;1,4;60,1;;14;13;0;428;785;92;255;21;60;18;39;6;277;54;57;60;44;36;26;0
"QP022007";1086;1086;14281;56,9;33,4;31;22,9;26,4;1,2;52,3;0,2;4,5;4,2;0;486;953;116;274;24;72;25;20;;370;41;55;110;70;56;38;0
"QP023001";2004;2004;12889;53,8;35,8;29,3;19;25,4;1,5;54,7;;19,1;16,9;0;677;1260;132;412;40;93;46;49;8;452;75;83;107;82;69;36;0
"QP024001";1528;5106;26823;55,4;32,9;26,6;28,1;32,7;1,1;39,3;;13,5;13,1;0;415;915;89;190;36;100;38;14;;367;45;53;115;69;52;33;0
"QP024002";2470;5106;26823;54,6;29;25,5;29,1;35,1;0,7;66,6;;10,4;;0;1181;1847;204;811;63;103;21;165;34;509;102;66;117;96;68;60;0
"QP024003";1108;5106;26823;52,9;36,9;28,9;25,4;;1,3;33,8;;10,8;10,2;0;331;724;81;141;35;74;23;23;;292;35;39;79;60;44;35;0
"QP024004";1055;1147;7458;50,4;36,8;35,1;18,8;22,5;1,6;54;3,9;22,8;20,9;0;391;777;79;221;33;58;21;19;;297;46;55;71;47;44;34;0
"QP024005";1474;2529;37518;52,4;32,8;28,5;24,6;24,8;1,1;41,3;1,6;14,3;16;0;393;770;87;214;30;62;16;22;;284;35;27;68;66;47;41;0
"QP025001";1142;1142;17393;47,1;34;33,2;;;;45,8;;21,8;21,5;0;348;750;58;179;28;83;41;28;;300;39;33;93;58;44;33;0
"QP025002";360;21966;116775;52,4;45,2;39,6;;;2,4;51,6;;17,3;15,7;0;;;;;;;;;;;;;;;;;3
"QP025003";3126;21966;116775;50,9;33,3;31,2;20,5;25,1;1,3;57,9;;20,8;20,5;0;1375;2458;191;872;99;213;75;79;19;774;132;120;193;147;97;85;0
"QP025004";15378;21966;116775;53,5;41,5;38,4;18,1;20,8;1,9;49,2;5,5;23,8;23,1;0;5858;13223;1185;3010;446;1217;571;445;316;5729;970;965;1472;1043;707;572;0
"QP025005";1674;21966;116775;53,8;45,5;40,3;;;;51,4;;21,1;20,3;0;683;1328;129;385;49;120;44;63;52;482;81;87;108;100;57;49;0
"QP025006";1428;21966;116775;51,9;44;40,1;17,3;;2,1;30,6;;27,7;26,9;0;517;1316;103;237;38;139;67;35;5;616;98;102;159;116;88;53;0
"QP025007";1732;1732;13336;50,1;39,6;37,9;18,7;;1,9;32,3;;22,1;23,2;0;571;1371;86;257;59;169;86;28;;579;82;93;169;115;72;48;0
"QP025008";2575;2575;5545;52;39,2;39,3;21,3;22,1;1,5;28,2;7,1;25,5;27,2;0;720;1891;81;320;69;250;131;27;;847;117;143;246;182;89;70;0
"QP025009";1222;1222;5754;49,5;41,5;39,8;18,3;20,7;2;32,8;6,8;22,8;21,3;0;440;1135;68;191;35;146;75;34;;510;95;102;149;96;49;19;0
"QP025010";2166;9235;25809;50,7;34,6;32,1;;;1,5;47,6;;19,3;22,6;0;837;1577;132;507;49;149;52;68;5;541;104;109;130;94;65;39;0
"QP025011";7069;9235;25809;52,5;38,4;35,6;21,8;23,3;1,5;41;4,6;23,5;21,8;0;2044;5077;336;921;167;620;322;91;20;2256;323;362;650;464;272;185;0
"QP025012";1412;1412;3889;43,4;27,3;27,3;26,2;27,8;0,9;54,6;2,3;25,8;17,8;0;547;995;69;359;35;84;35;19;;328;46;53;102;63;40;24;0
"QP025013";2587;2587;10912;52,4;42,3;39,9;19;20,1;1,9;21,6;7,3;34,9;36;0;605;1672;75;220;74;236;131;27;;755;108;109;216;173;97;52;0
"QP026001";1906;4978;33160;48;35;33,5;19,7;23,2;;58;;14,7;;0;697;1313;115;418;53;111;30;72;11;451;76;59;131;85;68;32;0
"QP026002";2450;7085;39415;49,5;40,7;33,3;20;;1,8;31,9;;35;36;0;791;1964;137;340;87;227;106;33;;851;156;148;242;148;97;60;0
"QP026003";1584;7085;39415;57;41,9;37,1;18,2;22,3;2,2;34,7;;17,5;14,4;0;500;1254;136;198;31;135;56;25;;589;79;113;152;118;68;59;0
"QP026004";3051;7085;39415;45,6;30,5;26,6;20,1;26,5;1;68;;10,8;9,6;0;1506;2434;239;1019;98;150;37;243;49;699;137;107;156;136;98;65;0
"QP026005";3072;4978;33160;53,4;36,5;34;25,6;28,4;1,2;41,4;7,1;30,1;29,9;0;1005;2363;120;473;116;296;143;33;;937;117;135;242;194;140;109;0
"QP026006";2042;12856;64726;54,7;39,3;35,6;21,1;22,4;1,6;46,5;;29,7;28,7;0;721;1539;147;388;48;138;59;41;;628;92;113;155;111;85;72;0
"QP026007";8262;12856;64726;51;40,9;38,8;22;22,9;1,6;37,3;6,5;26,1;24,9;0;2468;6257;399;1109;220;740;375;110;41;2810;384;448;730;597;378;273;0
"QP026008";1289;12856;64726;51,4;33,5;28,3;;;;50,3;;19,9;16,3;0;562;1065;102;337;37;86;38;36;;378;71;72;83;65;57;30;0
"QP026009";1263;12856;64726;54,2;45,7;44;;;3,8;18,9;;12,1;11,1;0;392;1063;94;138;25;135;60;31;;507;72;83;137;105;67;43;0
"QP026010";2818;2818;13452;54,1;37,1;34,8;21,3;24;1,5;41,8;;21,4;20,8;0;812;1866;144;388;70;210;94;35;;771;126;137;219;150;75;64;0
"QP026011";1499;1499;6605;51,4;37;34,9;18,4;19,9;1,7;47,8;2;16,1;14,8;0;419;992;93;183;24;119;39;44;;428;60;63;116;92;58;39;0
"QP026012";994;994;6641;51,4;39,4;39,2;20,6;21,8;1,6;28,6;6,3;29;28;0;227;625;36;73;20;98;40;18;;279;43;43;60;63;45;25;0
"QP027001";3095;3946;23777;52,7;41,2;39,1;16,4;17,7;2,2;32,6;8,7;29,2;30,1;0;992;2647;200;398;66;328;174;81;;1264;197;197;363;246;140;121;0
"QP027002";851;3946;23777;49,7;38;37;16,4;15,6;1,8;32,5;7,3;41,4;38,4;0;330;720;49;168;33;80;33;15;;275;50;42;72;35;36;40;0
"QP027003";9449;12804;46707;53,3;42,4;41;14,9;15,6;2,5;40,4;6,4;32,9;30,4;0;3672;8587;900;1704;258;810;370;209;5;3864;604;619;1044;756;461;380;0
"QP027004";2151;12804;46707;51;39;33,8;16,2;18,6;2;42,9;2,9;25,7;26,6;0;797;1705;186;410;60;141;57;36;;706;104;129;172;143;96;62;0
"QP027005";1204;12804;46707;54,7;43,1;33,3;;;;53,4;;14;;0;498;1005;130;265;32;71;25;40;8;411;64;71;108;72;65;31;0
"QP027006";1269;2760;18348;51,8;36,9;35,8;17,2;;1,7;27,5;;21,2;21,8;0;411;930;87;176;45;103;36;22;;376;56;43;99;82;54;42;0
"QP027007";1491;2760;18348;52,7;43,5;38,8;13,9;;2,6;32,4;;17;11,6;0;492;1119;116;220;39;117;43;40;;471;92;64;133;80;53;49;0
"QP027008";7003;7003;13114;51,5;46,3;44,1;11,6;12,1;3,4;30,8;8,5;17,1;15,6;0;2097;5568;467;816;151;663;323;170;5;2649;342;414;735;547;344;267;0
"QP027009";1344;1344;9951;53,5;37,4;32,6;18,8;21,1;1,6;44,8;2,7;5,7;3,3;0;491;992;120;246;37;88;18;44;;380;56;60;95;73;64;32;0
"QP027010";1313;2662;10120;58,8;38,8;34,3;18,5;22,7;1,7;47,2;2,7;3,6;3,6;0;471;954;123;235;32;81;21;28;;376;48;58;101;74;53;42;0
"QP027011";1349;2662;10120;57,2;35,9;32,8;19,1;19,4;1,6;38,1;1,5;1,1;0,4;0;467;983;124;216;37;90;22;30;;389;43;60;106;85;58;37;0
"QP028001";1088;2914;12522;51,1;37,3;;;;1,9;22,5;;13,5;12,6;0;329;981;68;103;21;137;72;14;;493;71;71;150;94;57;50;0
"QP028002";2118;2118;38426;48,6;40;36;16;16;2;43,5;;26,4;26,5;0;575;1289;133;273;51;118;47;34;;540;75;80;135;118;78;54;0
"QP028003";1880;3975;15435;52;38,9;39,9;;;2,1;44,4;;21,5;19,2;0;703;1557;196;325;46;136;56;47;;671;122;114;176;123;73;63;0
"QP028004";2095;3975;15435;53,2;40,3;38;15,3;;2,2;44,5;3,4;22,6;23,3;0;720;1691;178;320;54;168;66;41;;756;109;127;191;174;84;71;0
"QP028005";2342;2342;11087;53,8;41,9;40,2;15;16,5;2,4;33,4;7,1;33,6;31,4;0;743;1781;190;332;57;164;76;37;;815;117;143;206;152;109;88;0
"QP028006";4584;12868;43186;52,7;42,1;42,5;12,8;12;2,8;34,9;6,8;22,6;22;0;1473;3401;292;709;104;368;164;69;5;1447;206;247;392;268;183;151;0
"QP028007";981;9954;30664;50,9;48,4;45,2;;;4,2;17,6;;16,2;19,6;0;354;1121;48;105;26;175;95;17;;565;88;93;169;115;55;45;0
"QP028008";6215;9954;30664;50,8;43,6;42,3;13,5;12,3;2,8;18,6;10,2;33,9;33,7;0;1928;5115;387;752;168;621;314;77;;2391;360;377;662;456;314;222;0
"QP028009";2904;2904;13078;51,3;36,3;34,6;20,1;22,4;1,5;46,4;;20,7;17,6;0;990;2086;198;526;85;181;82;52;;829;129;120;204;184;119;73;0
"QP028010";1153;1153;9610;58,4;38;36,3;23,7;26,6;1,3;49,4;;17;15;0;513;972;77;327;28;81;39;31;;346;39;56;79;75;50;47;0
"QP029001";1096;1096;19502;55,9;32,5;;20,3;23,3;1,3;60;;;;0;463;757;87;309;23;44;8;22;;229;27;38;55;39;34;36;0
"QP029002";3480;3480;63166;53,5;30,4;28,5;22,7;28,3;1,1;59,6;;16,2;13,9;0;1225;2322;210;732;87;196;73;74;16;821;126;118;209;161;126;81;0
"QP029003";1240;17146;139602;52,6;39,2;;20,4;28;1,7;47,2;;;;0;459;970;97;262;27;73;29;23;;405;49;57;112;77;55;55;0
"QP029004";7120;17146;139602;54,4;38,3;35,3;17,5;22;1,7;49,6;;11,3;10,7;0;2807;5357;607;1654;150;396;140;238;231;2005;356;314;513;356;253;213;0
"QP029005";2008;17146;139602;53,2;33;33,3;21,2;23,1;1,3;53,5;1,8;16,6;16,3;0;839;1606;154;490;61;134;51;64;8;567;108;101;129;107;69;53;0
"QP029006";1210;17146;139602;52,2;41,8;37,7;;;;43,3;;13,6;;0;316;815;105;140;15;56;32;23;;424;47;74;113;85;63;42;0
"QP029007";2702;17146;139602;50,1;36,9;35,7;;;1,7;46,5;;22,7;21,9;0;978;2117;208;519;69;182;71;64;5;885;153;160;206;159;128;79;0
"QP029008";1652;17146;139602;45,5;31,3;;20,4;28,2;0,8;68,6;0;12,2;;0;826;1210;105;623;39;59;16;79;47;286;49;41;69;52;42;33;0
"QP029009";1214;17146;139602;44,6;31,9;;;;;64,6;;;;0;636;952;86;478;31;41;11;41;;247;41;47;52;43;31;33;0
"QP02A001";797;797;11748;53,4;44,9;;;;2,3;30,3;;28,1;31,1;0;180;455;20;68;29;63;29;;;187;19;19;47;51;31;20;0
"QP02A002";1927;2877;70817;54,7;31,8;25,2;23,2;25,9;1,1;20,7;;;;0;484;953;90;279;25;90;36;28;;349;41;50;103;64;52;39;0
"QP02A003";950;2877;70817;50,2;36,7;;18,9;;1,5;;;34,8;34,9;0;180;523;40;42;13;85;34;7;;247;46;40;68;45;28;20;0
"QP02B001";8144;11488;48044;55,9;24,8;22;30,8;32,8;0,6;30,1;;13,5;11,9;0;2325;3970;374;1477;203;271;90;98;;1175;144;158;280;266;193;134;0
"QP02B002";3344;11488;48044;51,1;25,4;25;27,6;28,1;0,7;25,6;;14,5;10,9;0;557;972;83;348;42;84;16;33;17;294;37;31;71;74;51;30;0
"QP030001";14036;14036;40802;55,2;30,2;27,4;28,6;33;0,8;55,5;1,8;13,4;12,5;0;5905;10418;1091;3720;386;708;267;471;100;3403;487;469;845;662;487;453;0
"QP030002";984;984;3382;54,3;23;21,9;35,8;38,8;0,5;62,5;0,8;5,5;5,9;0;427;655;71;297;23;36;8;29;;170;19;22;41;40;26;22;0
"QP030003";16389;38813;149633;51;48,5;46;14,5;14,9;2,8;22,9;10,1;27,1;28;0;4734;12879;966;1938;408;1422;784;265;194;6290;862;986;1642;1209;825;766;0
"QP030004";6837;38813;149633;51,9;33;33,5;19,9;21,7;1,1;62,2;;12,7;10,1;0;3326;5211;534;2312;195;285;62;330;426;1410;253;221;339;273;167;157;0
"QP030005";7159;38813;149633;52,7;39,4;38,1;21,7;20,6;1,6;35,3;8;25;24,5;0;2359;5426;437;1121;215;586;243;110;10;2255;383;398;545;404;277;248;0
"QP030006";3167;38813;149633;51,4;45,5;44,4;14,7;13;2,7;28,8;8,7;20,3;18,8;0;977;2523;169;423;70;315;147;49;;1160;193;195;298;215;144;115;0
"QP030007";1866;38813;149633;57,2;33,2;31,5;20,8;;1,3;48;;;;0;667;1340;148;360;33;126;42;52;7;512;78;88;137;90;57;62;0
"QP030008";3395;38813;149633;50,2;46,1;41;14,4;15;2,7;26,9;7,5;19,1;17,3;0;922;2445;223;335;65;299;133;73;;1159;174;186;292;239;141;127;0
"QP030009";3280;3280;13787;49;34,5;34;24,6;23,3;1,2;39,1;;31,8;31,3;0;767;1789;121;364;63;219;90;53;;740;112;108;184;146;105;85;0
"QP030010";3463;3463;18072;52,1;35,9;32,5;24,1;26,4;1,3;46,8;;25,2;25;0;1067;2191;162;618;81;206;108;44;;834;124;144;196;179;124;67;0
"QP030011";1277;1277;10397;48;26;28;31;33,1;0,6;55,9;;14,7;;0;471;891;98;276;23;74;21;44;;323;48;50;88;55;44;38;0
"QP030012";1586;6349;15718;52,9;36;33,9;23,4;25,7;1,4;33,2;;17,4;17,6;0;420;998;62;195;30;133;57;27;;417;60;85;93;76;54;49;0
"QP030013";4763;6349;15718;51,2;33,5;31,2;19,8;20,4;1,4;42;;28,6;25,1;0;1443;2967;308;766;79;290;103;135;;1151;213;171;283;218;154;112;0
"QP030014";1133;1133;3257;52,1;27,5;26;31,9;36,1;0,7;60,6;1,1;4;4,1;0;470;814;84;301;27;58;16;34;;260;31;36;58;64;44;27;0
"QP030015";2522;2522;11633;54,3;37,5;36,8;20,6;21;1,6;34,7;4,5;16,2;15,9;0;709;1713;148;305;60;196;90;23;;749;93;110;201;155;112;78;0
"QP030016";2422;3228;5021;54;29,6;27,9;31;35,6;0,8;50,7;2,9;12,3;11,1;0;814;1616;152;486;47;129;53;40;7;619;92;96;157;119;95;60;0
"QP030017";806;3228;5021;49,4;30,1;29,9;27,1;29,9;0,9;33,2;3,9;19;19,2;0;205;474;28;105;16;56;26;9;;198;23;32;57;38;31;17;0
"QP030018";1293;1293;8420;53,9;37;34,3;20,4;21,5;1,6;31;2,1;15,4;15,8;0;364;889;83;145;24;112;40;14;;386;40;51;89;100;63;43;0
"QP031001";3183;5050;24813;53,4;40,2;34,7;15,1;19,4;2,3;43,1;3,2;19,2;17,2;0;1096;2435;296;506;66;228;93;77;;1047;126;183;287;201;145;105;0
"QP031002";1867;5050;24813;54,7;35,7;33;20,3;24,9;1,4;53;;17,6;14,3;0;739;1410;127;460;30;122;44;91;13;517;67;74;137;121;77;41;0
"QP031003";1530;1530;11604;56,2;28,5;26,3;25;31,2;;69,9;;;;0;763;1198;104;540;44;75;25;89;21;331;62;54;78;62;48;27;0
"QP031004";1810;1810;25152;53,6;41;36;16,7;20,7;2,1;37,8;4,3;19,8;21,4;0;505;1161;125;236;28;116;56;21;;511;55;79;122;111;78;66;0
"QP031005";2906;4152;39097;54,3;35,2;33,6;21,8;25,1;1,4;37,7;;18,2;17,3;0;849;1973;209;385;54;201;74;44;;869;118;121;241;185;119;85;0
"QP031006";2018;56519;486828;45,9;38,6;43,3;;;2,1;61,7;;29,3;26,3;0;980;1741;129;635;57;159;54;110;147;552;107;106;150;94;52;43;0
"QP031007";32291;56519;486828;51,1;40,1;38,9;17,9;19,6;1,8;36;6,1;26,6;26,4;0;11668;27488;1791;5718;1050;3109;1529;737;443;11634;1774;1859;3093;2295;1419;1194;0
"QP031008";2083;56519;486828;53,3;47,7;;;;;71,8;;21,3;20,9;0;957;1389;75;755;40;87;30;152;318;306;46;48;66;59;46;41;0
"QP031009";1381;56519;486828;53,2;40,9;36,5;;19,3;;30,2;;18,7;;0;372;885;91;172;16;93;45;17;;401;43;67;106;90;52;43;0
"QP031010";5955;56519;486828;50,2;38,5;37,8;17,7;19,5;1,6;46,1;3,1;29,1;28,9;0;2585;4687;308;1640;224;413;144;202;192;1465;268;251;346;253;188;159;0
"QP031011";3440;56519;486828;49;36;37,9;21,2;20,1;1,3;43,9;;26,4;23,1;0;1048;2162;167;598;77;206;78;79;24;827;136;131;197;166;109;88;0
"QP031012";1504;56519;486828;55,6;43,7;;;;2,2;;;;;0;464;934;90;272;25;77;39;43;34;370;45;61;103;76;47;38;0
"QP031013";1400;56519;486828;55,4;37;33,2;14,4;17,1;2;38,1;;;;0;594;1202;142;321;34;97;35;53;27;471;63;55;132;102;67;52;0
"QP031014";2062;56519;486828;54;35,6;34,3;18;20,3;1,6;43,7;;19,4;21,1;0;799;1775;169;407;41;182;80;56;36;747;108;113;201;157;91;77;0
"QP031015";2295;56519;486828;47,3;;;;;;87;;18,5;20,3;0;;;;;;;;;;;;;;;;;5
"QP031016";1246;4152;39097;53,7;44;40,9;16,5;19,6;2,2;33,7;;19,6;22,1;0;426;919;95;211;26;94;32;30;;375;58;63;95;62;53;44;0
"QP031017";1007;1007;18267;55,9;39,1;35,4;;;2,2;35,7;5,3;28,9;27,6;0;345;848;73;143;22;107;40;10;;371;76;50;95;71;42;37;0
"QP031018";1054;56519;486828;49,4;;;;;;63,5;;;;0;494;811;59;346;23;66;15;30;11;224;48;46;53;32;26;19;0
"QP031019";1036;56519;486828;51,4;33,2;32,9;;27,6;;44,6;;21,7;18,8;0;411;906;82;206;26;97;34;27;15;369;56;66;93;70;56;28;0
"QP032001";2358;2358;22200;58,4;40;37,6;18,3;19,3;1,9;45;;27,2;25;0;776;1649;171;410;54;141;64;57;;680;112;113;192;109;100;54;0
"QP033001";1141;2992;48033;57,3;41,3;36,8;13,5;12,5;2,4;25,3;;19,6;24,4;0;304;724;84;126;14;80;31;13;;323;42;52;87;74;38;30;0
"QP033002";1392;2395;70813;56,7;28,2;25,8;25,3;29,7;;49,3;;16,3;14,5;0;499;1070;118;249;22;110;30;22;;431;75;80;107;74;50;45;0
"QP033003";1415;1415;8582;57,5;34;31,8;22,5;26,3;1,1;45,1;1,3;2,7;2;0;489;1003;140;224;31;94;22;44;;394;66;50;100;70;58;50;0
"QP033004";2438;2438;7009;53,8;31,7;28,8;29,5;34,6;0,9;51,3;2,4;25,4;21;0;741;1407;155;439;39;108;38;69;;519;90;101;123;91;68;46;0
"QP033005";1108;1108;7404;52,5;39,4;38;14,1;15,1;2,4;34,5;3,9;15,6;14,4;0;375;904;89;159;27;100;50;22;;405;45;44;118;101;56;41;0
"QP033006";2249;27055;286737;56,1;32,2;27,1;19,9;23,3;1,3;48,7;;18,2;16,5;0;815;1452;156;509;35;115;28;48;141;484;77;71;127;100;53;56;0
"QP033007";3565;25262;257068;49,8;43,9;40,8;12,1;12,3;3;29,5;6,6;39,5;38,2;0;1220;3089;236;487;112;385;172;63;5;1370;211;220;330;297;181;131;0
"QP033008";11547;25262;257068;50,8;41,8;46;8;7,5;2,5;68,7;;14,4;12,3;0;6059;8306;313;4843;432;471;86;823;2025;1340;275;214;345;240;152;114;0
"QP033009";3370;34792;282360;50,9;38,3;36;16,7;19;1,7;41,7;;27,3;25,8;0;1086;2224;178;580;100;228;78;78;45;810;125;106;195;152;124;108;0
"QP033010";4278;25262;257068;55,9;39,4;33,2;22,7;28,3;1,5;39,6;6,9;28,9;28,4;0;1312;3005;262;631;106;313;147;55;21;1268;180;189;336;255;169;139;0
"QP033011";1584;25262;257068;52,1;35,8;29,7;19,7;;1,6;35;;17,9;17,9;0;537;1200;126;252;22;137;37;35;5;500;77;83;139;95;65;41;0
"QP033012";10522;14142;43174;53,8;36,6;33,2;19,4;22,6;1,5;39,1;3,4;25;23;0;3607;8124;640;1744;301;922;370;195;44;3286;471;486;853;627;453;396;0
"QP033013";1851;2192;24109;53,9;38,6;31,9;14,5;;2,2;34,3;5,6;20,7;22,2;0;;;;;;;;;;;;;;;;;5
"QP033014";2977;4612;17882;54,9;35,8;35;20;21,6;1,4;41,7;4;15,3;14;0;917;2074;185;431;63;238;88;46;;845;119;125;233;183;95;90;0
"QP033015";1000;1000;25435;50,5;38,7;;;;2;40,2;;;;0;;;;;;;;;;;;;;;;;5
"QP033016";3245;10829;23128;50,8;43,1;37,8;12,5;;3;28,6;4,5;31,8;31,7;0;1072;2665;210;434;82;346;137;61;;1157;194;184;295;209;160;115;0
"QP033017";3771;10829;23128;53,6;38,6;36,9;13,9;15,6;2,3;38,5;;28,2;28,1;0;1280;3061;211;541;124;404;150;66;;1242;211;206;307;234;152;132;0
"QP033018";3813;10829;23128;55,2;31,6;27,6;23,7;28,5;1,1;43,4;;19,8;18,5;0;1340;2826;220;703;98;319;117;99;13;1061;164;172;294;181;142;108;0
"QP033019";1003;2395;70813;55,1;34,6;;;;;36,2;;;;0;310;750;48;136;24;102;40;21;;311;38;41;80;62;47;43;0
"QP033020";3338;6900;64374;55,2;40,6;37,5;14,8;;2,4;36,6;;24,5;23,7;0;1141;2791;303;450;74;314;121;66;27;1264;173;188;339;269;163;132;0
"QP033021";3562;6900;64374;52,8;36,6;33,4;16,7;18,8;1,7;42,3;;22,5;22,7;0;1179;2324;169;679;83;248;75;83;104;809;154;154;196;144;91;70;0
"QP033022";2999;2999;42701;49,5;44,1;39,2;17,2;19,6;1,8;52,6;2,5;20,8;19,5;0;1218;2427;211;710;74;223;83;98;182;903;112;140;243;186;125;97;0
"QP033023";1105;1793;29669;53,3;35,8;33,5;18,6;;1,5;33,3;;16,9;19,1;0;399;784;63;224;30;82;22;32;10;268;52;40;63;44;46;23;0
"QP034001";19472;26543;77599;51,1;35,2;34,5;20,9;23;1,3;52,3;2,4;20,4;18,5;0;8970;17025;1683;5383;568;1336;498;796;277;6154;1039;977;1577;1172;788;601;0
"QP034002";3124;26543;77599;55,2;36,7;31,6;24,8;28,8;1,3;45,9;;27,6;25,8;0;1113;2674;212;507;90;304;140;42;;1167;181;205;297;231;134;119;0
"QP034003";3947;26543;77599;54,6;37,5;32,3;24,9;27,9;1,3;33,7;6,5;24,7;23,7;0;1370;2945;202;717;154;297;129;63;;1104;162;173;286;205;148;130;0
"QP034004";1339;53200;290053;53,3;37,6;38,6;;;;55;;14,5;;0;513;1040;84;273;43;113;33;43;41;368;71;67;97;65;37;31;0
"QP034005";21817;53200;290053;52,4;44,3;42,1;16,8;18;2,3;25,5;11,5;32,8;31,2;0;6987;18728;1116;2861;667;2343;1317;350;138;8636;1143;1297;2331;1757;1097;1011;0
"QP034006";5697;53200;290053;49,7;39,4;37,4;17,6;18,9;1,8;35,6;7,2;35,4;35,5;0;2121;4793;229;1098;240;554;269;138;199;1868;310;280;505;344;235;194;0
"QP034007";3478;53200;290053;55,4;38,2;35,3;18,8;21,8;1,7;37,4;;13,8;13,5;0;1292;2958;285;605;90;312;132;59;20;1254;153;168;317;260;179;177;0
"QP034008";6060;53200;290053;49,5;40,8;40,9;14,4;16;2;52,9;3,5;28,5;25,9;0;2241;4625;249;1343;135;514;242;176;386;1727;286;283;464;337;199;158;0
"QP034009";1264;53200;290053;54,1;37,7;34,9;;;;53,6;0;;;0;730;1252;206;468;27;29;7;105;16;435;65;60;128;76;54;52;0
"QP034010";2923;53200;290053;51,2;31,9;33,6;16,1;;1,3;57,3;;16,8;15;0;1308;1955;118;968;95;127;25;139;233;423;68;70;100;84;59;42;0
"QP034011";1193;53200;290053;54,2;41,2;30,6;18,9;;1,7;26,1;;;7,7;0;474;1074;135;227;20;92;44;14;;484;48;51;113;124;81;67;0
"QP034012";4700;53200;290053;51,6;36,5;33,4;17,8;;1,7;38,8;;15,9;14,7;0;1681;3845;375;787;105;414;171;118;93;1638;238;252;442;312;242;152;0
"QP034013";1165;53200;290053;51,3;40,8;37,6;14,6;15,5;2,2;43,6;5;6,3;5,8;0;438;924;125;228;20;65;32;19;;394;46;62;98;85;60;43;0
"QP034014";1417;53200;290053;50,4;30,4;;;;;56,4;;;14,2;0;527;1121;81;305;40;101;54;25;28;453;52;62;114;98;73;54;0
"QP034015";2147;53200;290053;55,7;;;;;;82;;15,3;14,8;0;1398;1698;55;1240;57;46;16;88;974;196;24;27;44;35;38;28;0
"QP034016";1098;1098;22731;56;32,4;28,9;24,9;26,5;1,2;36,8;;11,3;8,5;0;411;874;81;206;31;93;30;21;;338;44;47;98;69;41;39;0
"QP034017";3493;7630;43686;54;43,7;40,2;19,8;21,7;1,8;31,2;11,6;16,6;16,9;0;1271;3102;211;581;119;360;187;60;;1330;188;189;337;260;179;177;0
"QP034018";4137;7630;43686;52;25,7;25,4;28,5;32,8;0,7;62;;8,7;7,8;0;1568;2563;264;1053;84;167;52;110;40;747;102;112;197;155;113;68;0
"QP034019";3341;3341;29090;51,2;29,9;32;24,3;24,5;0,9;52,5;;12,3;13;0;1417;2537;321;854;80;162;49;130;6;878;139;144;210;173;102;110;0
"QP034020";1761;1761;5771;52,2;28,4;26,4;28,8;32,1;0,7;58,7;1;7,3;6,8;0;699;1211;118;460;32;89;31;66;11;392;73;57;94;79;56;33;0
"QP034021";6503;6503;26273;51,6;35,1;33,8;20,7;23,3;1,4;41,8;3,6;26,5;23;0;1983;4243;364;1017;153;449;176;125;12;1671;233;248;470;349;216;155;0
