IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6016;DISP_Q116;DISP_MED16;DISP_Q316;DISP_EQ16;DISP_D116;DISP_D216;DISP_D316;DISP_D416;DISP_D616;DISP_D716;DISP_D816;DISP_D916;DISP_RD16;DISP_S80S2016;DISP_GI16;DISP_PACT16;DISP_PTSA16;DISP_PCHO16;DISP_PBEN16;DISP_PPEN16;DISP_PPAT16;DISP_PPSOC16;DISP_PPFAM16;DISP_PPMINI16;DISP_PPLOGT16;DISP_PIMPOT16;DISP_NOTE16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100303;Romains;74010;Annecy;12,4;16197;22544;31834;0,69;11635;14940;17375;19770;25475;29821;34498;48378;4,2;5,203;0,332;79,0;72,2;2,7;4,0;23,4;9,7;3,4;1,3;1,0;1,1;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100304;Galbert;74010;Annecy;8,5;17259;23395;32938;0,67;13000;15552;18324;20680;26445;30236;36155;48290;3,7;4,314;0,293;78,6;71,9;3,4;3,3;24,1;10,2;3,6;1,4;1,1;1,1;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100401;Annecy-Albigny;74010;Annecy;;21573;30984;47448;0,84;14617;19376;23076;26761;36204;42359;53608;70435;4,8;6,210;0,357;67,2;59,1;2,5;5,6;34,7;18,8;1,1;0,4;0,4;0,3;-21,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100402;Salomons;74010;Annecy;;18163;24240;33616;0,64;13870;16703;19284;21634;27096;31208;36767;48156;3,5;4,347;0,294;76,8;68,3;3,0;5,5;27,6;10,3;2,5;1,1;0,7;0,7;-17,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100403;Parmelans;74010;Annecy;10,2;17679;25491;36829;0,75;12232;16002;19301;22448;29612;34387;39810;52247;4,3;5,335;0,326;64,6;57,3;2,9;4,4;35,8;15,6;2,9;0,9;1,1;1,0;-18,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100404;Coteau;74010;Annecy;;19651;28362;38436;0,66;13317;18334;21393;24947;31257;35938;41922;54702;4,1;4,862;0,307;81,2;71,1;3,6;6,5;24,9;10,8;1,9;0,7;0,5;0,7;-18,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100501;Vernet;74010;Annecy;13,1;15528;21927;29123;0,62;11451;14382;16696;19495;24163;26992;31950;40908;3,6;4,378;0,291;73,9;66,7;3,4;3,8;28,6;9,4;3,9;1,4;1,2;1,2;-15,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100502;Fier;74010;Annecy;24,4;12688;18964;26658;0,74;8922;11331;13854;16221;21725;24707;28593;37493;4,2;5,176;0,321;77,6;70,0;4,3;3,3;23,6;6,7;6,6;1,7;2,8;2,1;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100503;Geneve;74010;Annecy;16,1;14643;20490;27649;0,63;10431;13514;15948;18669;22554;25663;30018;38579;3,7;4,587;0,297;80,1;73,7;3,7;2,7;22,0;7,4;5,2;1,4;2,2;1,7;-14,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100601;Novel-Annapurna;74010;Annecy;14,8;14640;20015;26405;0,59;10924;13789;15656;17777;22094;24972;28566;35036;3,2;3,654;0,258;66,1;60,0;3,1;3,0;33,3;8,5;6,3;2,7;1,8;1,8;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100602;Novel-Louis Armand;74010;Annecy;;17511;23843;32386;0,62;12879;16315;18518;21279;26548;29827;35195;43454;3,4;4,186;0,285;69,3;62,6;3,3;3,4;33,8;9,0;3,6;1,3;1,1;1,2;-15,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100603;Les Fins;74010;Annecy;11,6;16147;21144;27995;0,56;11893;14708;17152;19192;23781;26069;30348;37617;3,2;3,928;0,273;84,7;79,0;3,4;2,3;20,8;5,6;3,9;1,6;1,2;1,1;-15,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100604;Novel-Teppes;74010;Annecy;21,7;13095;17783;23267;0,57;9870;12102;13692;15495;19806;21863;24884;29645;3,0;3,568;0,252;66,5;60,2;4,1;2,3;31,0;5,8;9,5;3,3;3,1;3,1;-12,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100701;Annecy-le-Vieux-Albigny;74010;Annecy;;21874;31352;45081;0,74;15310;19935;23605;27185;36753;41706;49720;66430;4,3;4,935;0,312;67,0;58,7;2,4;5,9;33,4;18,9;1,1;0,4;0,4;0,3;-20,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100702;Pommaries;74010;Annecy;;21199;27666;37920;0,60;15972;19732;22399;25198;30873;35521;41268;53940;3,4;4,310;0,295;63,3;55,3;2,3;5,7;39,8;13,7;1,3;0,5;0,5;0,4;-18,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100703;Champ-de-Mais;74010;Annecy;19,3;13499;18586;25036;0,62;10402;12560;14169;16063;20816;22982;27857;36706;3,5;4,278;0,297;67,8;61,9;4,0;1,9;29,8;8,6;7,2;2,9;2,0;2,3;-13,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100801;Clarines;74010;Annecy;;20501;27930;39169;0,67;15521;19224;22054;25210;31414;35932;42897;54711;3,5;4,670;0,311;71,4;63,4;2,5;5,6;32,7;12,0;1,6;0,8;0,4;0,4;-17,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100802;Varde;74010;Annecy;7,4;19939;29317;44421;0,84;14219;18258;21618;25284;34323;40212;49735;66611;4,7;6,097;0,360;84,0;74,3;3,0;6,7;19,3;14,4;2,0;0,9;0,5;0,6;-19,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100902;Lachat;74010;Annecy;;20798;28905;40897;0,70;14724;19565;22761;25487;32061;37302;46037;62351;4,2;5,414;0,339;79,3;70,8;1,8;6,7;26,0;12,8;1,8;0,7;0,5;0,6;-19,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740100903;Mont-Veyrier;74010;Annecy;;24423;38630;62793;0,99;17135;21960;26491;32933;45998;55622;70380;98318;5,7;8,111;0,421;79,3;68,8;2,0;8,5;21,1;25,0;0,8;0,3;0,2;0,2;-26,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101001;Centre Ville-Chevennes;74010;Annecy;12,9;15227;20976;27648;0,59;11653;14181;16504;18680;23410;25999;29710;36978;3,2;3,848;0,264;82,7;75,7;3,9;3,1;20,8;6,2;5,2;2,0;1,6;1,6;-14,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101002;Le Vernay;74010;Annecy;9,8;17153;22479;29155;0,53;12622;15930;18283;20512;24551;27376;31737;39732;3,1;3,993;0,274;72,9;65,8;2,8;4,3;30,2;10,0;3,2;1,7;0,8;0,7;-16,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101101;Renoir-Cran Ancien;74010;Annecy;13,3;15384;20422;26494;0,54;11544;14135;16417;18510;22156;25129;28227;34975;3,0;3,639;0,256;83,0;76,4;3,6;3,0;20,6;4,9;5,6;2,5;1,6;1,5;-14,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101102;Le Jourdil-Beauregard;74010;Annecy;18,1;13569;19201;24454;0,57;10945;12800;14683;16880;20844;22989;26188;31263;2,9;3,650;0,260;75,5;70,1;3,8;1,6;24,8;6,0;7,0;3,5;1,7;1,8;-13,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101103;Le Vallon-Riante Colline;74010;Annecy;11,6;16427;22191;28023;0,52;12196;15152;17441;19809;24072;26565;29534;35447;2,9;3,483;0,241;71,3;66,8;3,0;1,5;30,9;7,9;4,2;1,8;1,3;1,1;-14,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101202;Alery-Sous-Alery;74010;Annecy;;17519;23565;31699;0,60;13184;16100;18795;21408;26489;30017;34229;43530;3,3;3,954;0,268;75,5;67,6;4,3;3,6;27,2;9,7;3,0;1,4;0,8;0,9;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101203;Vert Bois-Le Pont-Neuf;74010;Annecy;;18834;24919;32786;0,56;14323;17441;19849;22330;27667;31207;35657;44263;3,1;3,846;0,270;74,1;67,0;2,7;4,3;29,4;10,4;2,5;1,1;0,8;0,7;-16,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101301;Meythet-Nord Est;74010;Annecy;6,9;17816;23115;29692;0,51;13628;16751;19071;21060;25779;28226;31935;40520;3,0;3,570;0,252;80,8;75,4;2,7;2,6;23,0;8,7;2,9;1,4;0,8;0,8;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101302;Meythet-Sud;74010;Annecy;;17718;22888;30040;0,54;13807;16521;18871;20584;25151;28388;32067;39418;2,9;3,399;0,242;76,9;71,3;3,0;2,6;26,9;7,7;3,2;1,6;0,8;0,8;-14,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101303;Meythet-Nord Ouest;74010;Annecy;12,6;15226;19942;25935;0,54;11750;14048;16188;18064;21912;24389;27521;32813;2,8;3,316;0,238;74,3;68,4;3,8;2,1;26,6;6,6;6,0;2,6;1,7;1,7;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101401;Le Cep;74010;Annecy;;15076;19673;25547;0,53;11619;14287;15949;17632;21981;24506;27138;33391;2,9;3,196;0,232;64,4;59,4;3,3;1,8;35,5;7,8;5,9;2,6;1,7;1,6;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101402;Champ Fleuri;74010;Annecy;21,3;13098;16484;21957;0,54;10355;12266;13831;14997;18075;20523;24106;28779;2,8;3,276;0,243;66,3;60,9;4,0;1,4;28,5;5,4;11,4;4,8;3,4;3,3;-11,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101403;Bois Gentil-Longiret;74010;Annecy;;17838;23418;30647;0,55;13218;16204;18887;21099;25813;28630;32929;41570;3,1;3,848;0,267;68,9;61,8;3,3;3,8;32,3;11,7;3,0;1,6;0,7;0,7;-15,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101502;Bressis-Neigeos;74010;Annecy;;19467;24945;33130;0,55;15307;18388;20443;22672;27353;30463;35919;43960;2,9;3,513;0,255;74,4;69,5;2,2;2,7;29,0;11,1;2,5;1,2;0,8;0,5;-17,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101503;Vieugy-Balmont;74010;Annecy;5,0;21279;27200;37527;0,60;15867;19635;22466;24734;30648;35209;41770;51773;3,3;3,836;0,265;91,8;84,5;2,9;4,5;14,5;9,1;2,2;1,3;0,5;0,5;-17,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101504;Croix Rouge-Cesiere;74010;Annecy;7,0;18444;24094;31443;0,54;13717;16833;19520;21839;26319;29575;34343;43421;3,2;3,953;0,274;79,6;73,3;2,7;3,5;23,3;10,2;3,4;1,6;0,9;0,8;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740101601;Pringy;74010;Annecy;;21855;30266;44675;0,75;16360;20197;23586;27132;34881;41109;50459;65109;4,0;5,308;0,339;87,7;79,7;2,4;5,6;16,5;12,4;1,6;0,9;0,3;0,3;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120101;Brouaz;74012;Annemasse;24,1;12753;22188;37687;1,12;8842;11692;14314;17998;27399;33081;43258;57179;6,5;7,976;0,393;84,1;76,9;4,2;3,0;17,9;7,2;4,9;1,4;1,9;1,6;-14,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120201;Centre;74012;Annemasse;18,9;14636;24119;38739;1,00;9377;12768;16399;19943;29069;35068;44336;59225;6,3;8,017;0,389;84,4;76,2;4,7;3,5;17,6;8,7;3,7;1,2;1,3;1,2;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120202;Centre-Gare;74012;Annemasse;19,8;14070;23191;38539;1,06;9175;12516;15717;18921;27635;33940;44278;58826;6,4;7,851;0,389;89,5;81,8;4,4;3,3;14,3;6,5;3,9;1,4;1,3;1,2;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120301;Romagny;74012;Annemasse;15,6;15793;24227;39676;0,99;10391;14029;17745;20283;29384;35386;43873;55717;5,4;6,763;0,362;83,7;78,3;3,8;1,6;19,6;7,3;3,3;1,2;1,1;0,9;-13,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120302;Zone-Industrielle;74012;Annemasse;16,7;14455;21421;33287;0,88;10215;13098;15801;18212;24929;29619;36470;49486;4,8;5,629;0,337;82,5;75,8;5,6;1,1;20,7;6,2;4,3;1,4;1,5;1,3;-13,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120401;Chateau Rouge;74012;Annemasse;25,1;12463;18100;28650;0,89;8953;11586;13326;15844;21323;25771;31673;40461;4,5;5,886;0,351;73,7;67,3;5,0;1,4;26,0;5,8;7,1;2,5;2,3;2,3;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120402;Beulet-Ile de France;74012;Annemasse;25,4;12380;18338;29321;0,92;9098;11532;13319;15866;21767;25765;32769;43655;4,8;6,230;0,361;78,0;71,0;4,9;2,0;20,3;7,7;6,9;2,4;2,4;2,1;-12,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120403;Livron-Perrier;74012;Annemasse;36,8;10871;14247;21310;0,73;8783;10059;11764;12957;16785;19315;23377;30363;3,5;4,157;0,289;62,5;55,8;4,9;1,8;30,2;4,2;13,4;4,8;4,3;4,3;-10,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120404;Perrier-Sud;74012;Annemasse;34,9;11368;14695;20588;0,63;8286;10512;12049;13307;16335;18437;22327;28698;3,5;4,061;0,281;70,0;61,9;6,8;1,3;21,8;3,2;14,8;5,4;4,8;4,6;-9,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740120501;Vernand;74012;Annemasse;19,2;14165;21904;35580;0,98;9536;12770;15196;18508;26336;31420;39968;54278;5,7;6,849;0,367;85,3;78,5;4,5;2,3;16,9;7,0;4,4;1,5;1,5;1,4;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740420101;Bois Jolivet-Les Iles;74042;Bonneville;;11816;14726;18198;0,43;9046;11156;12248;13643;16228;17663;19409;22109;2,4;2,910;0,209;72,6;;;;16,6;1,8;17,5;7,7;4,9;4,9;-8,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740420102;Centre;74042;Bonneville;9,5;17290;22506;30133;0,57;12751;15687;18444;20370;24764;28163;32991;41275;3,2;3,992;0,270;87,1;80,0;4,0;3,0;17,8;6,9;3,4;1,6;0,9;0,9;-15,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740420103;La Cote d'Hyot-Saint Etienne;74042;Bonneville;;19320;26969;38206;0,70;13904;17929;20783;24149;31087;34890;42515;55623;4,0;5,366;0,334;78,2;70,1;2,2;5,8;24,1;14,3;2,0;1,1;0,5;0,4;-18,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740420104;Tucinge-Le Bouchet-Bellerive;74042;Bonneville;15,0;15227;20689;28317;0,63;11192;13683;15992;18431;23348;26398;31043;39990;3,6;4,126;0,279;88,2;82,4;4,3;1,6;14,7;3,9;6,2;2,9;1,7;1,7;-13,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740420105;Benery-Dessy-Pontchy-Thuet;74042;Bonneville;;19785;25878;36584;0,65;14842;18272;20749;23121;29048;33629;39002;49644;3,3;3,864;0,269;89,7;85,2;2,6;1,9;16,1;7,2;2,1;1,3;0,5;0,4;-15,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740810101;La Serdagne-Ouest;74081;Cluses;;17069;23154;29944;0,56;13084;16172;18317;20310;25261;28320;32071;37786;2,9;3,568;0,250;73,1;65,6;3,6;3,9;29,3;10,4;3,4;1,9;0,8;0,7;-16,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740810102;La Serdagne-Est;74081;Cluses;12,8;14725;20215;25941;0,55;11253;14016;15874;18228;22299;24452;28125;34841;3,1;3,961;0,273;69,2;63,4;3,6;2,1;30,8;9,9;4,5;2,1;1,2;1,2;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740810201;Les Ewues;74081;Cluses;31,3;11754;14903;18345;0,44;8974;10992;12250;13752;16125;17744;19234;22409;2,5;2,799;0,199;63,5;55,0;8,1;0,5;26,2;2,9;15,7;6,6;4,5;4,6;-8,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740810301;Les Villages;74081;Cluses;7,7;18281;23893;31847;0,57;13688;16698;19448;21523;26391;29494;34311;42768;3,1;4,004;0,277;83,2;77,6;2,7;2,9;20,1;10,4;3,5;1,8;0,9;0,8;-17,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740810401;Centre-Ville;74081;Cluses;11,7;15822;21322;28383;0,59;11987;14702;16992;19196;23569;26452;30468;37530;3,1;4,003;0,274;77,5;70,2;4,2;3,2;23,0;10,8;4,8;2,1;1,4;1,2;-16,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
740810501;Messy;74081;Cluses;13,4;14952;19896;25519;0,53;11291;13586;15903;17791;21926;24255;27475;34153;3,0;3,616;0,253;77,1;70,9;4,2;2,0;23,8;7,4;5,9;2,6;1,7;1,6;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741330101;Les Terreaux Vernaz;74133;Gaillard;;10106;14711;23985;0,94;7622;9184;10852;12779;17435;20649;28935;44837;5,9;7,499;0,406;82,0;73,3;6,4;2,3;14,3;4,6;10,3;2,7;4,4;3,2;-11,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741330102;Centre;74133;Gaillard;;12958;21631;39299;1,22;8121;11421;14850;17933;27212;34296;44021;57593;7,1;9,188;0,411;81,5;75,5;4,0;2,0;19,6;7,8;4,3;1,0;1,8;1,5;-13,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741330103;Moellesulaz Pont Noir;74133;Gaillard;19,4;14790;26878;45025;1,12;8980;12802;16546;21498;33934;41211;50118;66295;7,4;9,186;0,398;80,7;74,4;4,6;1,7;22,0;7,9;2,8;0,6;1,2;0,9;-13,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
741330104;Plaine et Chatelet;74133;Gaillard;13,3;18095;31876;51377;1,04;10600;15863;20346;25832;38795;46536;56308;74793;7,1;8,166;0,379;80,9;75,8;3,2;1,9;21,9;9,9;1,8;0,5;0,7;0,6;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742080101;Ouest et Nord;74208;Passy;;17053;22497;29038;0,53;13514;16106;17933;20435;24693;27490;31658;38822;2,9;3,426;0,249;76,7;65,4;3,4;7,9;27,1;9,7;3,7;2,0;0,9;0,9;-17,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742080102;Plaine;74208;Passy;6,9;18915;24173;31211;0,51;14398;17732;20065;22147;26466;29229;33351;41153;2,9;3,514;0,246;75,1;65,4;2,7;7,0;28,0;12,3;2,4;1,4;0,6;0,5;-17,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742080103;Marlioz;74208;Passy;;17435;22370;28421;0,49;13444;16261;18498;20440;24409;27006;30523;35882;2,7;3,070;0,222;76,8;69,9;2,8;4,2;26,3;8,0;4,3;2,0;1,3;1,1;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742080104;Chedde-Les Plagnes;74208;Passy;;17116;21769;27147;0,46;12920;15779;18307;20075;23642;25614;28827;33236;2,6;3,100;0,218;81,4;74,4;3,2;3,8;21,3;8,1;4,2;2,4;1,0;0,8;-15,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742240101;Sud;74224;La Roche-sur-Foron;;23089;32779;46200;0,71;16153;21020;24909;28517;37056;42750;50445;61846;3,8;4,544;0,295;90,9;83,8;2,3;4,8;15,4;8,0;1,4;0,9;0,3;0,2;-15,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742240102;Centre;74224;La Roche-sur-Foron;9,7;16381;22819;32877;0,72;12718;15093;17783;20414;25737;29901;37040;49202;3,9;4,748;0,310;86,2;79,6;3,3;3,3;17,3;7,5;3,9;1,4;1,4;1,1;-14,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742240103;Nord;74224;La Roche-sur-Foron;;14728;21206;31904;0,81;10450;13341;15945;18417;24804;29031;36000;48262;4,6;5,282;0,330;84,8;77,1;4,0;3,7;17,0;6,5;4,9;2,0;1,5;1,4;-13,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742250101;Rumilly Centre Nord;74225;Rumilly;15,8;14390;19401;24889;0,54;10720;13275;15416;17353;21111;23510;26257;31299;2,9;3,436;0,239;80,8;74,4;3,8;2,6;19,4;7,0;6,6;3,3;1,5;1,9;-13,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742250102;Rumilly Centre Sud;74225;Rumilly;9,3;16692;21859;27220;0,48;12581;15327;17835;19964;23603;25768;29004;34669;2,8;3,330;0,237;68,2;61,3;3,3;3,5;32,5;10,2;4,0;2,0;1,0;1,0;-14,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742250103;Rumilly Sud;74225;Rumilly;5,9;18195;23117;28712;0,45;14505;17228;19071;21185;24997;27293;30601;35501;2,4;2,821;0,205;79,5;75,3;2,0;2,3;25,3;7,0;3,2;2,1;0,6;0,6;-15,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
