codgeo;disp_q1_a16;disp_q2_a16;disp_q3_a16;disp_q1q3q2_a16;disp_d1_a16;disp_d2_a16;disp_d3_a16;disp_d4_a16;disp_d6_a16;disp_d7_a16;disp_d8_a16;disp_d9_a16;disp_d1d9_a16;disp_gini_a16;disp_s80s20_a16;disp_pact_a16;disp_pcho_a16;disp_ppen_a16;disp_ppat_a16;disp_ppsoc_a16;disp_ppfam_a16;disp_ppmini_a16;disp_pplogt_a16;disp_pimpot_a16;tp60_a16;note
QP013054;8770;11260;14590;0,5;7190;8360;9200;9920;12410;14070;15570;18790;2,6;0,224;3,11;43,1;6;18,6;2;42,3;12,2;17,7;12,4;-6;60,1;0
QP013055;8490;10900;14370;0,5;6190;7940;8970;9890;12100;13480;15350;18750;3;0,247;3,748;46,8;5,8;20,8;1,9;37,4;12;14,7;10,6;-6,9;62,5;0
QP013056;8970;11260;14650;0,5;7500;8740;9460;10240;12770;13920;15830;18690;2,5;0,207;2,742;50,3;7,8;18,3;1,2;36,4;8,6;17,6;10,2;-6,2;58,2;1
QP013057;8320;11730;16170;0,7;6100;7570;9000;10340;13360;15340;17150;20520;3,4;0,275;4,427;55,9;6;23,5;2,3;27,3;10;10;7,3;-9;53,7;0
QP013058;8820;11820;16140;0,6;5940;8090;9370;10550;13130;14990;17400;21080;3,5;0,278;4,476;54,3;6,3;23,1;3,7;27,8;6,6;12,4;8,7;-8,9;55,2;0
QP013059;10700;14200;19220;0,6;8150;10150;11590;12950;15320;17660;20360;25450;3,1;0,238;3,353;58;4,4;28,1;3,9;19,8;6,1;8,5;5,1;-9,8;37,1;0
QP013060;10410;14490;20030;0,7;7910;9780;11150;12700;16550;18750;21520;25470;3,2;0,258;3,746;64,2;5,5;22,2;4;20,6;5,5;9,1;6;-11;39,5;0
QP013061;11090;13860;17730;0,5;8810;10450;11690;12780;15350;16900;19280;22520;2,6;0,207;2,877;62,6;6,1;21,7;2,2;22;6;8,2;7,8;-8,5;37;0
QP013062;11170;14120;18140;0,5;9180;10740;11730;12940;15500;16980;19260;21690;2,4;0,191;2,614;71,9;7,5;13,2;1,5;21,8;7,5;7,3;7,1;-8,4;36,1;0
QP013063;10330;13130;16700;0,5;8080;9480;10930;12060;14280;15800;17750;20610;2,6;0,207;2,901;61;7,7;22,2;1,4;22,9;7,3;8,6;7,1;-7,5;43,5;0
QP013064;10560;13510;18110;0,6;8380;9880;11180;12380;14960;17060;19150;23070;2,8;0,22;3,004;51,2;5,1;31,6;2,6;23,6;6,3;9,9;7,4;-9;41;0
QP013065;10570;13640;17780;0,5;8510;10010;11130;12380;15090;16470;18730;21290;2,5;0,202;2,775;51,8;6,2;30,9;2;23,5;4,9;11;7,6;-8,2;40,6;0
QP014001;9930;12590;16440;0,5;7910;9400;10450;11450;13840;15460;17540;20170;2,5;0,211;2,885;45,7;6;30,1;2,2;29,4;7,3;12,3;9,8;-7,4;48,9;0
QP014002;10030;12760;16430;0,5;7990;9480;10580;11610;14150;15660;17470;20530;2,6;0,213;2,967;50,3;5,8;26,3;2;29;6;13;9,9;-7,6;47,9;0
QP014003;9040;11560;14910;0,5;7190;8580;9400;10570;12810;14090;15820;18390;2,6;0,212;2,958;42,8;7,4;26,5;1,7;35;6;17,5;11,5;-6;57,4;0
QP014004;9290;12230;15830;0,5;7510;8800;9970;11250;13360;14870;16970;20220;2,7;0,223;3,043;50,9;6,3;23,2;2;31,5;8,2;13,3;10;-7,6;52;0
QP014005;9460;12930;16910;0,6;7140;8790;10030;11540;14300;15880;18200;21860;3,1;0,248;3,598;51,4;5,9;30,9;2,8;23,9;5,8;9,8;8,3;-9;47,5;0
QP014006;11490;14270;18250;0,5;9590;11080;11990;13110;15740;17350;19110;21920;2,3;0,191;2,553;57,8;6;29,2;1,8;19,8;5,7;7,4;6,7;-8,6;34,5;0
QP014007;10800;14010;18530;0,6;8610;10180;11400;12610;15600;17360;19650;22780;2,6;0,218;3,011;61;6,2;26,8;2,4;19,5;5,8;7;6,6;-9,7;38,9;0
QP014008;10400;12920;16490;0,5;8350;9760;10920;12030;14110;15360;17620;20500;2,5;0,209;2,876;59;7,2;24,2;1,9;23,1;7,6;7,7;7,8;-8,2;44,6;0
QP014009;10380;13320;16970;0,5;8330;9750;11080;12140;14730;16250;17650;20730;2,5;0,201;2,754;47,4;6,3;32,7;2,7;24,7;6,4;9,8;8,5;-7,5;42,9;0
QP015001;10580;13580;18060;0,6;7930;9750;11030;12410;14870;16900;19960;24670;3,1;0,251;3,526;45,8;4,8;35,5;5,2;22,5;4,6;10,7;7,2;-9;40,6;0
QP016001;8710;11640;15370;0,6;6960;8310;9410;10370;13000;14580;16520;20750;3;0,245;3,454;40,6;5;31,2;3,4;32,4;7,5;15,4;9,6;-7,6;56,5;0
QP016002;9650;12820;16320;0,5;7990;9120;10140;11460;13760;15190;17450;20510;2,6;0,22;2,976;47,3;7;26,2;2,4;31,4;5,5;15,5;10,4;-7,3;47,2;0
QP016003;9360;12150;16370;0,6;7390;8760;9780;10840;13770;15350;17390;20890;2,8;0,251;3,54;49,1;5,9;25,7;3,5;30,3;6,5;14,2;9,6;-8,6;51,6;0
QP016004;10560;13290;17190;0,5;8760;10130;11000;12070;14700;16520;17880;20540;2,3;0,201;2,689;53;6,7;23,6;2,2;28,6;5,7;13;9,9;-7,4;42,6;0
QP016005;9200;12000;15300;0,5;7330;8700;9740;10840;13020;14570;16250;19350;2,6;0,22;3,127;42,9;6,7;25,4;2,3;35,5;8,1;16,4;10,9;-6,1;55,5;0
QP016006;9420;12480;16580;0,6;7850;8890;10180;11370;13910;15630;17730;21150;2,7;0,234;3,245;52,9;7,6;23;2,6;29,4;6,6;13,8;9;-7,9;50,1;0
QP017001;10510;13320;17140;0,5;8480;9910;11170;12190;14740;16350;17950;20690;2,4;0,201;2,766;51,9;6,9;28,3;2,3;25,3;6,5;10,4;8,3;-7,8;43;0
QP017002;10060;12800;16320;0,5;8170;9380;10730;11770;13810;15310;17330;20620;2,5;0,211;2,932;55,1;7,4;23,5;2,2;26,9;5,8;11,9;9,2;-7,7;47,2;0
QP017003;9220;12180;15400;0,5;7010;8590;9770;11040;13350;14600;16310;18930;2,7;0,226;3,351;41,2;6;30,3;2,9;31,9;5,5;15,3;11,1;-6,3;53,2;0
QP017004;10980;13990;18510;0,5;8500;10250;11570;12780;15480;17320;20120;24860;2,9;0,257;3,616;55,8;6,2;28,6;5,9;20,3;3;10,4;6,9;-10,6;36,6;0
QP017005;9170;11890;17160;0,7;7330;8620;9750;10850;13530;15720;18040;22310;3;0,262;3,593;54,4;5,7;19,9;3,9;30,1;8,2;12,8;9,1;-8,3;52,5;0
QP017006;10850;14250;19140;0,6;8870;10280;11730;12980;15690;17940;20720;24970;2,8;0,237;3,22;37,7;5,1;46,7;5,7;19,1;3,7;8,8;6,5;-9,2;35,5;0
QP017007;11020;14160;17640;0,5;8740;10270;11650;12900;15500;16910;18660;20990;2,4;0,189;2,59;51,9;6,9;29,3;2,5;23,9;3,5;12,1;8,3;-7,6;36,5;0
QP018001;9600;12520;16550;0,6;7640;8950;10150;11240;13860;15530;17630;20770;2,7;0,23;3,194;46,2;5,7;29,7;3;29,4;6,5;13,9;8,9;-8,3;49,7;0
QP018002;10050;12920;16680;0,5;8100;9540;10680;11580;14080;15700;17590;21350;2,6;0,224;3,029;56,4;7,6;19;3,4;30,7;5,9;14,8;10;-9,5;46,3;0
QP018003;10270;13720;17570;0,5;8270;9700;10940;12380;15240;16510;18600;21840;2,6;0,217;2,936;46;4,7;33,3;3,4;25,3;4,3;12,7;8,3;-8;41;0
QP018004;9320;12180;17020;0,6;6860;8670;9820;10940;13750;15780;18350;22310;3,3;0,279;4,203;46,6;5,7;30,5;5,8;26,5;4,8;13,1;8,6;-9,4;51,6;0
QP019001;10810;13150;17350;0,5;8530;10110;11260;12450;15000;16370;18680;21440;2,5;0,208;2,843;54,2;7,4;25,6;4;24,4;6,8;9;8,6;-8,2;40,9;0
QP019002;10390;12880;16410;0,5;8240;9840;10770;11770;14110;15500;17580;20760;2,5;0,206;2,824;50,4;7,3;29,7;3,3;24;7,3;8,9;7,7;-7,4;46,7;0
QP019003;10230;13560;17160;0,5;8000;9550;10970;12380;14860;16480;18150;21840;2,7;0,219;3,045;56,9;6,9;23,9;3,6;24,1;7,5;8,8;7,8;-8,5;41,7;0
QP021001;11590;14440;17700;0,4;9530;10950;12110;13570;15300;17080;18800;21520;2,3;0,182;2,481;69,4;6,7;19,6;1,9;17,7;5;6,8;6;-8,6;32,9;0
QP021002;10380;13280;17030;0,5;8400;9850;11060;12170;14420;15920;18040;21060;2,5;0,209;2,896;54,5;6,2;28,5;2,6;22,4;7,4;7,8;7,3;-8;43,1;0
QP021003;10430;13430;17960;0,6;8140;9750;11010;12150;14870;16650;18890;22180;2,7;0,221;3,083;52,9;5,8;32,2;3;21,1;6,6;7,9;6,6;-9,2;42,3;0
QP021004;10230;12840;16390;0,5;8090;9660;10760;11790;13900;15520;17530;20810;2,6;0,216;3,033;58,1;8,1;22,8;1,6;25,3;6,4;10,3;8,7;-7,8;46,5;0
QP021005;10530;13440;16980;0,5;8970;10020;11340;12610;14500;15980;17710;19970;2,2;0,181;2,477;56,9;8,5;25,8;1,7;22,8;6,2;9;7,6;-7,2;37,9;0
QP021006;10780;13560;17420;0,5;8520;10120;11410;12630;14550;16020;18580;21910;2,6;0,206;2,868;59,1;6,8;23,1;2,3;24,2;6;10;8,2;-8,7;39,3;0
QP022001;10410;13340;16620;0,5;8330;9880;11070;12080;14190;15470;17540;19770;2,4;0,188;2,622;44,8;7;33,6;2,5;25,8;4,1;11,9;9,8;-6,7;42;0
QP022002;9590;13990;17520;0,6;7240;8930;10520;12290;14890;16600;18480;21080;2,9;0,232;3,387;52,9;5,5;25,8;2,8;26,7;3,3;14,2;9,1;-8,2;42,3;0
QP022003;9600;13210;17380;0,6;7750;9220;10440;11850;14460;16270;18480;20800;2,7;0,224;3,103;56,3;7,1;23,7;2,9;25,4;4;12,9;8,5;-8,3;45,1;0
QP022004;10630;13030;16760;0,5;8150;9720;11050;12050;14250;15830;17830;20540;2,5;0,204;2,819;53,7;7,3;24;2,2;28,1;6,3;12,3;9,4;-8;43,4;0
QP022005;9370;12030;15880;0,5;7250;8850;9840;10840;13470;15040;16860;19950;2,8;0,225;3,153;47,2;6,8;27,5;3,2;29,8;6,9;13,3;9,5;-7,7;52,9;0
QP022006;9820;13090;17350;0,6;6890;9270;10200;11670;14400;16150;18280;20520;3;0,237;3,592;53,1;7;26,3;3;26;4,8;12,6;8,6;-8,4;46;0
QP022007;10580;12920;16510;0,5;8350;9960;11070;12000;14260;15630;17570;20530;2,5;0,197;2,709;47,4;7,4;28,2;3;28,5;5,7;13,2;9,5;-7,1;45,7;0
QP023001;9740;13020;17150;0,6;7830;9040;10400;11710;14300;16070;18280;22130;2,8;0,256;3,578;50,3;5;31,4;3,9;24,5;5,2;11,2;8,1;-10,1;46;0
QP024001;10880;13890;18020;0,5;8590;10250;11540;12610;15440;17160;20050;23840;2,8;0,234;3,233;53,9;6,1;31,5;3,9;19,6;5,3;8,3;6;-8,9;37,4;0
QP024002;10510;13740;18180;0,6;8180;9800;11240;12650;15120;16990;19580;25020;3,1;0,277;4,063;46,4;4,6;35;8,2;20,9;2,6;10,9;7,4;-10,5;39,2;0
QP024003;11250;14220;18010;0,5;8600;10640;11860;12820;15420;17090;19280;22410;2,6;0,213;2,981;56,4;5,6;29,4;3,1;20;6;7,4;6,6;-8,9;37,7;0
QP024004;8680;11300;15760;0,6;6850;8040;9100;10000;12740;14270;16690;19970;2,9;0,259;3,673;45,9;6,9;24,5;3,5;33,1;7,1;15,7;10,3;-7;57,6;0
QP024005;10420;13940;18430;0,6;8270;9830;11350;12290;15500;17200;19440;23540;2,8;0,236;3,325;52,6;4,3;32;4,3;20,1;4,7;9;6,4;-9;41,4;0
QP025001;11520;14910;19880;0,6;9260;10760;12220;13260;16480;18720;22140;26200;2,8;0,254;3,408;66;7,5;24,3;3,9;16,8;4,3;7,1;5,5;-11;32,8;0
QP025002;8830;11240;14590;0,5;6170;8130;9320;10290;12180;13680;15520;18700;3;0,236;3,062;47,3;6,6;24,6;2,6;32,6;9,8;12,8;10;-7,1;62,9;1
QP025003;9680;12590;15780;0,5;7480;9140;10360;11390;13770;14830;17010;19680;2,6;0,209;2,952;50;7,2;27;2,5;27,7;5,1;12,9;9,7;-7,2;49,4;0
QP025004;9610;12480;16260;0,5;7530;9120;10220;11340;13580;15240;17430;21080;2,8;0,234;3,32;51,1;5,9;23,7;2,7;30,6;7,9;13,4;9,4;-8,1;50;0
QP025005;10170;13690;17170;0,5;7830;9380;11000;12130;14890;16410;17870;20690;2,6;0,224;3,252;57,2;6,9;22,4;3;25,4;6,5;10,4;8,6;-8;43,1;0
QP025006;9630;12820;16610;0,5;7680;9220;10180;11640;13880;15450;18120;21590;2,8;0,245;3,556;54,9;6;21,9;2,4;28,8;8,2;12,1;8,5;-8;47,8;0
QP025007;10240;12760;15510;0,4;8230;9610;11080;11910;13620;14750;16730;19830;2,4;0,195;2,665;53;7,2;23,8;1,9;28,2;8,1;11,5;8,6;-6,9;45,8;0
QP025008;10870;13560;17070;0,5;8820;10110;11310;12530;14740;16110;18060;21530;2,4;0,198;2,69;52,8;6,7;29,1;2,7;22,9;7,6;8,7;6,6;-7,5;39,7;0
QP025009;10930;13360;16560;0,4;8750;10260;11590;12470;14350;15840;17450;19930;2,3;0,184;2,526;52,2;6,2;27,2;2,2;25,5;8,4;9,4;7,8;-7,1;40,7;0
QP025010;10260;13150;16830;0,5;8450;9770;11030;12190;14160;15940;17550;20040;2,4;0,196;2,688;53,3;7,4;24,3;2;27,6;5,5;13;9,2;-7,2;43;0
QP025011;10210;13300;17610;0,6;8170;9600;10880;12000;14610;16590;18810;22360;2,7;0,229;3,175;48,8;5,9;32;3,3;24,2;6,8;10,1;7,3;-8,3;43,3;0
QP025012;11320;14160;17830;0,5;8940;10750;11830;12980;15320;16780;19040;21320;2,4;0,199;2,758;46,9;7;33,3;2,6;24,4;3,9;11,9;8,6;-7,2;37,9;0
QP025013;10480;13120;16650;0,5;7720;9740;11080;12230;14390;15870;17550;20760;2,7;0,22;3,186;57,2;6,4;25,2;1,8;23,2;7,8;9,2;6,1;-7,4;43,2;0
QP026001;10780;14120;19170;0,6;8180;9960;11580;12830;15530;17800;20710;24290;3;0,255;3,691;66,5;7,1;22,2;5;17,4;3,5;8,1;5,9;-11,1;37,8;0
QP026002;9300;11550;14540;0,5;7370;8750;9810;10560;12610;13800;15880;18450;2,5;0,21;2,937;46,7;7,9;27;2,4;30,3;8,6;11,8;9,8;-6,4;59,4;0
QP026003;10350;13310;16950;0,5;8460;9780;10800;12060;14310;16220;17900;21020;2,5;0,211;2,876;54;6,5;30,2;3,5;20,9;6,4;7,2;7,2;-8,6;44,1;0
QP026004;10210;13840;18920;0,6;7380;9490;11060;12420;15450;17610;20650;26530;3,6;0,301;4,686;64,5;7,9;21,1;8,6;18,6;2,3;9,7;6,7;-12,8;40,4;0
QP026005;9310;11500;14420;0,4;7560;8860;9700;10670;12370;13770;15260;17610;2,3;0,209;2,901;44,1;8,4;26,6;3,1;32;8,9;12,8;10,3;-5,8;61,5;0
QP026006;9570;12010;15670;0,5;7790;9100;10060;10940;13180;14880;16920;19780;2,5;0,212;2,866;45,9;7,4;28,4;3,1;29,5;7,5;12,4;9,6;-6,9;54,9;0
QP026007;9920;12520;15870;0,5;7910;9320;10510;11510;13480;14910;16940;20090;2,5;0,213;2,972;46,4;7;30,1;3,7;27,1;8,8;9,9;8,4;-7,3;49,6;0
QP026008;10400;13410;17330;0,5;8230;9690;11030;12340;14690;16230;18450;22330;2,7;0,217;3,014;52,3;7,1;28,7;3,6;23,5;5,1;10,8;7,6;-8,1;41,4;0
QP026009;10680;13170;17450;0,5;8850;10360;11500;12130;14710;16390;18500;21750;2,5;0,208;2,825;65,9;7,4;16,2;1,7;24,8;8,8;8;8;-8,6;43,4;0
QP026010;10270;13050;16510;0,5;7950;9630;11020;11930;14370;15800;17290;20570;2,6;0,212;2,996;52,4;6,6;29,6;3,4;22,4;6,5;8,5;7,4;-7,8;44,9;0
QP026011;11160;14700;18480;0,5;8570;10170;11940;13130;16040;17430;20670;23620;2,8;0,229;3,239;68,3;7,6;22,4;4,8;14,7;4,5;5,5;4,6;-10,2;34,5;0
QP026012;10110;12600;16080;0,5;7770;9120;10530;11570;13670;14970;17360;21720;2,8;0,236;3,31;58,2;8,9;23,7;4,8;22;6,5;8,1;7,4;-8,7;48,8;0
QP027001;10090;13250;16970;0,5;8330;9680;10840;11870;14500;15890;17940;21050;2,5;0,211;2,936;59,2;7,4;22,8;1,7;24,4;8,6;8,5;7,3;-8,1;45,1;0
QP027002;9560;12560;15040;0,4;7010;9010;10090;11460;13570;14540;15750;19550;2,8;0,22;3,167;56,3;10,2;20,8;1,4;28,1;7,6;11,4;9;-6,6;49,2;0
QP027003;9130;11690;15060;0,5;7220;8590;9590;10600;12850;14250;16240;19170;2,7;0,221;3,072;50,2;7,1;22,7;1,9;32;9;13,5;9,4;-6,8;56,8;0
QP027004;8670;11260;14320;0,5;6560;8120;9320;10180;12390;13650;15550;18510;2,8;0,22;3,111;46,6;7,3;22,1;1,9;35,2;9;16,3;9,9;-5,8;61,1;0
QP027005;10470;13380;17220;0,5;8390;9710;11170;12420;14860;16310;18070;20700;2,5;0,21;2,865;61,7;6,8;19,1;2,5;25,5;6,4;10,9;8,2;-8,8;40,7;0
QP027006;9740;12630;16480;0,5;8330;9070;10160;11470;14160;15630;18030;21100;2,5;0,234;3,064;52,4;8,2;22,7;4,8;28,2;6,4;12,8;8,9;-8,1;47,9;0
QP027007;9750;12600;16250;0,5;8160;9240;10270;11590;13960;15390;17250;20880;2,6;0,217;2,937;52,8;6,9;24,7;2,3;28;7;11,8;9,2;-7,8;49,3;0
QP027008;10090;13190;17150;0,5;8030;9440;10660;11960;14570;16250;18080;21200;2,6;0,22;3,085;63,5;7,2;16,7;1,6;26,3;8,5;9,8;8;-8,1;44,2;0
QP027009;10540;14050;18160;0,5;8650;9750;11110;12750;15340;17040;19220;23310;2,7;0,225;3,105;53,1;5,8;29,7;2,7;23,2;5;11,1;7,1;-8,7;38;0
QP027010;10620;13220;16750;0,5;8280;9860;11180;12210;14460;16000;17710;21000;2,5;0,196;2,698;50,9;7,6;28,9;1,7;25,4;5,9;11;8,6;-6,9;44;0
QP027011;11140;13850;18020;0,5;9130;10680;11820;12600;15220;17050;18940;21990;2,4;0,207;2,775;61,6;7,1;24,5;1,5;21,1;5,2;8,4;7,5;-8,7;38,7;0
QP028001;10600;13630;17190;0,5;8470;9700;11200;12420;14900;16070;18450;23050;2,7;0,214;2,825;62;7,1;21,9;2,4;22,2;8,8;6,7;6,7;-8,5;40,5;0
QP028002;10220;13230;17340;0,5;8150;9710;10800;12130;14870;16360;18470;21670;2,7;0,214;2,923;66,5;7,3;18,5;1,8;21,9;7,3;8,4;6,2;-8,7;44,2;0
QP028003;9880;12550;16460;0,5;7870;9460;10390;11400;13890;15350;17340;20090;2,6;0,207;2,837;65;8,8;17;1,7;24,3;7,4;9,9;7,1;-8;49,7;0
QP028004;10820;14000;17260;0,5;8440;10310;11530;12810;15060;16530;18230;20680;2,5;0,196;2,717;65,3;9,1;19,1;1,7;22,2;7,1;7,7;7,4;-8,3;37,2;0
QP028005;9520;12050;15170;0,5;7640;8940;9980;10940;13030;14460;16350;18730;2,5;0,207;2,847;58,3;8;17,5;1,4;30,1;9,6;11,6;8,9;-7,3;54,7;0
QP028006;9740;12290;15580;0,5;7770;9020;10190;11220;13370;14790;16580;19460;2,5;0,207;2,84;58,1;9,1;18,5;1,4;29,2;9,1;11,1;9;-7,2;52;0
QP028007;11310;13810;17590;0,5;8990;10640;11650;12660;14930;16690;18820;21770;2,4;0,209;2,872;68,1;6,5;17,1;1,7;21,2;9,8;5,4;6;-8,1;38,9;0
QP028008;9250;11890;15190;0,5;7320;8710;9810;10870;13030;14250;16100;19300;2,6;0,212;2,952;52,7;7,9;21,4;1,4;30,9;10,1;11,5;9,3;-6,4;55,3;0
QP028009;9230;12440;16130;0,6;7130;8720;9820;11080;13620;15340;17330;20100;2,8;0,227;3,204;49,9;7,4;30,6;2,8;24,1;5,6;10,3;8,1;-7,4;50,3;0
QP028010;9180;12300;15720;0,5;7160;8680;9770;10960;13190;14770;16650;19120;2,7;0,216;3,029;42,2;6,9;35,2;2,2;27,3;5,4;12,8;9,1;-6,9;52;0
QP029001;9910;12990;15930;0,5;8080;9310;10440;12030;14210;15260;16800;18760;2,3;0,191;2,624;48,8;7,3;26,5;2,3;29,1;4,5;14,1;10,5;-6,7;43,9;0
QP029002;10500;13890;17590;0,5;8090;9820;11340;12540;15160;16770;18820;21620;2,7;0,213;3,033;57,4;6,6;25,4;3,5;22,5;5,4;10,3;6,8;-8,8;39,7;0
QP029003;9660;12380;16020;0,5;7700;8880;10370;11500;13770;15070;17090;20020;2,6;0,211;2,906;45,8;6,6;28,9;2,4;29,6;7,4;13,6;8,6;-6,7;51,7;0
QP029004;10700;13870;17770;0,5;8500;10080;11360;12540;15220;16860;18800;21810;2,6;0,211;2,955;57;6,7;25,5;2,7;23,7;5,4;10,4;8;-8,9;39,4;0
QP029005;10570;13090;16120;0,4;8530;10110;11140;12140;14230;15350;17110;19690;2,3;0,184;2,556;49,9;7,2;25;1,9;30;6,2;13,9;9,8;-6,8;42,9;0
QP029006;9490;12260;16180;0,5;7520;8860;10050;11110;13380;14780;17300;20270;2,7;0,221;3,092;49,5;5,8;24,3;2,5;31,2;10,6;11,1;9,5;-7,5;51,8;0
QP029007;10220;12840;16060;0,5;7990;9650;10720;11760;13910;15060;16830;19540;2,4;0,196;2,722;50,6;8,2;21,6;2;32,4;8,3;14,2;9,9;-6,6;46,1;0
QP029008;10210;13340;17290;0,5;7990;9570;10990;12280;14530;16220;18320;21280;2,7;0,236;3,283;55,3;6,7;25,3;3,4;24,9;3,2;12,8;8,9;-8,9;43,6;0
QP029009;9330;12320;15700;0,5;7350;8900;9790;11000;13330;14890;16730;20240;2,8;0,223;3,151;44,8;7,2;26,3;2,1;33,2;4,1;17,9;11,2;-6,4;51,9;0
QP02A001;10720;12790;15500;0,4;8600;10330;11290;12250;13560;14620;16280;19900;2,3;0,191;2,533;60,9;6,9;19,9;1,5;25,2;8,4;8,9;8;-7,5;44,9;0
QP02A002;11920;15110;19550;0,5;9010;11190;12590;13820;16660;18540;20190;23850;2,6;0,202;2,794;60,3;3,8;27,4;2,7;19,1;3,7;9,4;6,1;-9,5;29,6;0
QP02A003;10570;14030;19660;0,6;8690;10210;11410;12730;16320;18480;20680;23910;2,8;0,233;3,161;71,4;5,9;21;2,4;15,3;5,4;5,2;4,6;-10,1;39;0
QP02B001;10960;14050;18340;0,5;8440;10220;11660;12820;15590;17410;19600;22860;2,7;0,221;3,134;52,1;3,7;32,1;2,6;21,6;2,9;11,5;7,2;-8,4;36,9;0
QP02B002;10170;15580;23600;0,9;7080;9570;11370;13060;17950;21440;25910;33050;4,7;0,341;5,924;71,2;4,1;24,3;8;11,5;1,7;6,6;3,3;-15;35,6;0
QP030001;9670;12800;17040;0,6;7650;8990;10240;11500;14260;16100;18350;22160;2,9;0,252;3,532;42,6;5,3;35,7;5,8;24,7;4,3;12,2;8,2;-8,8;47,3;0
QP030002;10170;13070;18550;0,6;8060;9510;11030;12040;14800;17050;19750;23400;2,9;0,271;3,788;45,8;7,5;34,1;7,6;22;3,1;10,9;7,9;-9,5;43,3;0
QP030003;8620;10550;13440;0,5;6820;8160;9050;9810;11550;12690;14370;17190;2,5;0,214;2,999;40;7;19,9;2,3;43,1;13,5;16,9;12,7;-5,3;68;0
QP030004;9870;13100;18560;0,7;7030;9140;10480;11930;14950;17190;20010;25530;3,6;0,289;4,434;56;5,7;25,9;5,2;23,7;2,8;12,4;8,5;-10,8;44,1;0
QP030005;8950;11200;14540;0,5;7190;8480;9280;10320;12410;13730;15630;18860;2,6;0,225;3,123;40,5;6,7;27,4;2,6;35,5;8;16,3;11,2;-6;60,7;0
QP030006;9070;11620;15030;0,5;7200;8590;9640;10640;12980;14160;16050;19450;2,7;0,224;3,143;50,7;7,1;17,1;1,9;36,5;10,2;14,8;11,4;-6,2;57;0
QP030007;10730;14020;18320;0,5;8340;9980;11410;12740;15530;17440;19610;23150;2,8;0,231;3,153;61;5,7;24,9;3;20,7;4,8;8,4;7,6;-9,6;38,7;0
QP030008;9770;12560;16780;0,6;7780;9180;10240;11260;13850;15520;17990;21560;2,8;0,239;3,318;60,1;6,3;18,6;3,4;26,4;8,6;9,4;8,4;-8,5;49,5;0
QP030009;9210;11830;15960;0,6;7130;8660;9710;10800;12880;14610;16870;19950;2,8;0,232;3,232;52,7;8,6;26,1;2,9;25,6;6,4;11,8;7,4;-7,3;56,8;0
QP030010;9340;11880;15480;0,5;7470;8830;9840;10850;12940;14450;16490;19610;2,6;0,218;3;46,7;6,8;28;2,5;29,8;7;13;9,8;-7;55,1;0
QP030011;10350;13900;18330;0,6;7650;9610;11010;12630;15420;17270;19590;25710;3,4;0,265;3,887;61,5;6,4;24,7;5;19,2;3,2;10,1;5,9;-10,4;39,7;0
QP030012;10400;12870;16010;0,4;8460;9870;10850;12030;13920;15260;17180;19720;2,3;0,192;2,619;52,1;6,7;27,5;2,6;25,1;7,6;9,8;7,8;-7,3;45,2;0
QP030013;9940;12990;17790;0,6;7530;9250;10540;11810;14730;16550;19060;22720;3;0,25;3,596;61,9;7,9;22,7;4,5;20,4;4,6;9,3;6,5;-9,5;45,5;0
QP030014;9800;12860;17540;0,6;7160;8920;10470;11630;14440;16330;18690;22660;3,2;0,266;3,89;38;5,5;41,4;7,1;21,9;3,1;11,5;7,3;-8,4;45;0
QP030015;10010;12410;15560;0,4;8120;9400;10570;11590;13310;14730;16230;19390;2,4;0,191;2,648;52,4;8,9;24,1;1,6;28,5;8,1;11;9,4;-6,6;50,8;0
QP030016;9560;12820;17030;0,6;7700;8890;10050;11320;14160;16050;18070;21050;2,7;0,233;3,228;32,8;4,8;44,7;5,6;24,6;4,3;12,8;7,5;-7,7;47,7;0
QP030017;9150;12600;17020;0,6;7370;8770;9610;10950;14340;16370;18120;21870;3;0,258;3,586;45;6;34,2;6,1;22,7;4,8;12,2;5,7;-8;48;0
QP030018;11160;14420;18700;0,5;8650;10290;11790;12810;16090;17750;20060;23290;2,7;0,239;3,386;62,3;6,9;24,9;4,7;18,4;5,6;7;5,8;-10,3;37,1;0
QP031001;10950;13760;17840;0,5;8810;10340;11410;12490;15160;16750;19070;22090;2,5;0,207;2,821;61,2;6,5;21,5;2,4;23,5;6,4;8,8;8,3;-8,6;39,9;0
QP031002;10510;14610;19730;0,6;8280;9920;11280;12940;16110;18310;21270;26540;3,2;0,294;4,366;67,1;5,7;20,2;7;17,8;3,9;8,1;5,8;-12,1;36,8;0
QP031003;10470;14040;19260;0,6;7970;9380;11100;12510;15690;17810;20490;25390;3,2;0,285;4,296;52,8;5,1;32,1;6,7;19,5;2,4;10,5;6,7;-11,1;39,7;0
QP031004;10770;13750;18150;0,5;8680;10140;11480;12550;15340;17310;19340;24220;2,8;0,228;3,077;61,7;6,5;19,7;2,5;25;7,1;9,6;8,3;-8,9;39,5;0
QP031005;10870;14970;20340;0,6;8230;10120;11550;13210;16770;19120;21630;25580;3,1;0,249;3,585;58,6;3,9;29,6;3,6;18,8;4,8;8;6;-10,6;35,6;0
QP031006;9810;13320;17210;0,6;7420;9150;10480;11860;14670;16150;18750;22240;3;0,26;3,895;69,6;8,3;10,6;2,6;27,4;5,5;12,4;9,5;-10,2;43,9;0
